url-idx	Primary Wikipedia URL	title	url-localized	question
681.0	https://hi.wikipedia.org/wiki/%E0%A4%AC%E0%A5%89%E0%A4%B8%E0%A5%8D%E0%A4%9F%E0%A4%A8_%E0%A4%B8%E0%A5%87%E0%A4%B2%E0%A5%8D%E0%A4%9F%E0%A4%BF%E0%A4%95%E0%A5%8D%E0%A4%B8	बॉस्टन सेल्टिक्स	https://eu.wikipedia.org/wiki/Boston_Celtics	Zein kiroletan jokatzen du Boston Celtics taldeak?
684.0	https://ar.wikipedia.org/wiki/%D9%83%D9%8A%D9%86%D8%BA%D8%B3%D8%AA%D8%A7%D9%88%D9%86	كينغستاون	https://eu.wikipedia.org/wiki/Kingstown	Zenbat urtez egon zen Kingstown britainiar agintearen azpian?
687.0	https://ar.wikipedia.org/wiki/%D8%AD%D8%AF%D9%8A%D9%82%D8%A9_%D9%85%D9%86%D8%B2%D9%84%D9%8A%D8%A9	حديقة منزلية	https://eu.wikipedia.org/wiki/Lorategi	Nola izena du lorategiak zaintzen dituen profesionalak?
692.0	https://hi.wikipedia.org/wiki/%E0%A4%B8%E0%A5%8D%E0%A4%AA%E0%A5%87%E0%A4%A8_%E0%A4%95%E0%A4%BE_%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%A7%E0%A4%BE%E0%A4%A8_%E0%A4%AE%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A5%80	स्पेन का प्रधान मन्त्री	https://eu.wikipedia.org/wiki/Espainiako_Gobernuko_presidente	Zer gertatuko litzateke Espainiako gobernuko presidentearen kargua hutsik geratuko balitz?
695.0	https://hi.wikipedia.org/wiki/%E0%A4%AE%E0%A4%BE%E0%A4%82%E0%A4%A3%E0%A5%8D%E0%A4%A1%E0%A5%80_%E0%A4%A5%E0%A4%B0%E0%A5%8D%E0%A4%B8%E0%A4%A1%E0%A5%87	मांण्डी थर्सडे	https://eu.wikipedia.org/wiki/Ostegun_Santua	Zer ospatzen du eliza katolikoak ostegun santuan?
698.0	https://ar.wikipedia.org/wiki/%D9%84%D8%A7%D9%83%D9%88%D9%86_3240	لاكون 3240	https://eu.wikipedia.org/wiki/3240_Laocoon	Zenbateko diametroa du 3240 Laocoon asteroideak?
703.0	https://hi.wikipedia.org/wiki/%E0%A4%B8%E0%A5%8B%E0%A4%A1%E0%A4%BF%E0%A4%AF%E0%A4%AE_%E0%A4%B8%E0%A4%B2%E0%A5%8D%E0%A4%AB%E0%A5%87%E0%A4%9F	सोडियम सल्फेट	https://eu.wikipedia.org/wiki/Sodio_sulfato	Zenbateko dentsitatea du sodio sulfatoak?
705.0	https://ar.wikipedia.org/wiki/%D8%B4%D9%8A%D9%85%D9%83%D9%86%D8%AA	شيمكنت	https://eu.wikipedia.org/wiki/Xymkent	Zein mendetan sortu zen Xymkent hirira?
706.0	https://hi.wikipedia.org/wiki/%E0%A4%85%E0%A4%AE%E0%A5%87%E0%A4%9C%E0%A4%BC%E0%A4%A8_%E0%A4%B5%E0%A4%B0%E0%A5%8D%E0%A4%B7%E0%A4%BE%E0%A4%B5%E0%A4%A8	अमेज़न वर्षावन	https://eu.wikipedia.org/wiki/Amazoniako_oihana	Zein da Amazoniako oihanan dagoen ibairik handiena?
710.0	https://hi.wikipedia.org/wiki/%E0%A4%B8%E0%A5%87%E0%A4%B2%E0%A5%87%E0%A4%A8%E0%A4%BE	सेलेना	https://eu.wikipedia.org/wiki/Selena	Nork hil zuen Selena Quintanilla-Peréz?
712.0	https://hi.wikipedia.org/wiki/%E0%A4%9F%E0%A4%A8	टन	https://eu.wikipedia.org/wiki/Tona	Zenbat kilogramo dira tona bat?
713.0	https://hi.wikipedia.org/wiki/%E0%A4%95%E0%A4%BF%E0%A4%B0%E0%A4%BF%E0%A4%AF%E0%A4%BE%E0%A4%95%E0%A5%8B%E0%A4%B8_%E0%A4%AE%E0%A4%BF%E0%A4%A4%E0%A5%8D%E0%A4%B8%E0%A5%8B%E0%A4%A4%E0%A4%BE%E0%A4%95%E0%A4%BF%E0%A4%B8	किरियाकोस मित्सोताकिस	https://eu.wikipedia.org/wiki/Kyriakos_Mitsotakis	Noiz izan zen Kyriakos Mitsotakis politikaria greziako lehen ministro?
715.0	https://hi.wikipedia.org/wiki/%E0%A4%B8%E0%A4%82%E0%A4%AF%E0%A5%81%E0%A4%95%E0%A5%8D%E0%A4%A4_%E0%A4%B0%E0%A4%BE%E0%A4%B7%E0%A5%8D%E0%A4%9F%E0%A5%8D%E0%A4%B0_%E0%A4%B5%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%AA%E0%A4%BE%E0%A4%B0_%E0%A4%94%E0%A4%B0_%E0%A4%B5%E0%A4%BF%E0%A4%95%E0%A4%BE%E0%A4%B8_%E0%A4%B8%E0%A4%AE%E0%A5%8D%E0%A4%AE%E0%A5%87%E0%A4%B2%E0%A4%A8	संयुक्त राष्ट्र व्यापार और विकास सम्मेलन	https://eu.wikipedia.org/wiki/Merkataritza_eta_Garapenari_buruzko_Nazio_Batuen_Konferentzia	Non dago Merkataritza eta Garapenari buruzko Nazio Batuen Konferentziaren egoitza nagusia?
724.0	https://fr.wikipedia.org/wiki/Comt%C3%A9_de_Washington_(Floride)	Comté de Washington (Floride)	https://eu.wikipedia.org/wiki/Washington_konderria_(Florida)	Zein da Washington konderriaren hiriburua?
733.0	https://fr.wikipedia.org/wiki/Proton	Proton	https://eu.wikipedia.org/wiki/Protoi	Zer osatzen dute protoi eta neutroiek batera?
740.0	https://hi.wikipedia.org/wiki/%E0%A4%A1%E0%A5%87%E0%A4%A8%E0%A4%BF%E0%A4%B8_%E0%A4%B8%E0%A4%B8%E0%A5%8C_%E0%A4%A8%E0%A4%97%E0%A5%87%E0%A4%B8%E0%A5%8B	डेनिस ससौ नगेसो	https://eu.wikipedia.org/wiki/Denis_Sassou-Nguesso	Nola lortu zuen boterea Denis Sassou-Nguessok 1979an?
741.0	https://hi.wikipedia.org/wiki/%E0%A4%95%E0%A5%88%E0%A4%9F_%E0%A4%AC%E0%A5%87%E0%A4%95%E0%A4%BF%E0%A4%82%E0%A4%B8%E0%A5%8D%E0%A4%B2%E0%A5%87	कैट बेकिंस्ले	https://eu.wikipedia.org/wiki/Kate_Beckinsale	Zenbat anai-arreba ditu Kate Beckinsalek?
742.0	https://hi.wikipedia.org/wiki/%E0%A4%8F%E0%A4%82%E0%A4%9C%E0%A5%87%E0%A4%B2_%E0%A4%A1%E0%A5%80_%E0%A4%AE%E0%A4%BE%E0%A4%B0%E0%A4%BF%E0%A4%AF%E0%A4%BE	एंजेल डी मारिया	https://eu.wikipedia.org/wiki/%C3%81ngel_Di_Mar%C3%ADa	Non jaio zen Ángel Di María futbol jokalaria?
749.0	https://hi.wikipedia.org/wiki/%E0%A4%A4%E0%A5%81%E0%A4%B7%E0%A5%8D%E0%A4%9F%E0%A5%80%E0%A4%95%E0%A4%B0%E0%A4%A3	तुष्टीकरण	https://eu.wikipedia.org/wiki/Baketze_politika	Zer da baketze politika?
750.0	https://hi.wikipedia.org/wiki/%E0%A4%B8%E0%A5%87%E0%A4%9F-%E0%A4%9F%E0%A5%89%E0%A4%AA_%E0%A4%AC%E0%A5%89%E0%A4%95%E0%A5%8D%E0%A4%B8	सेट-टॉप बॉक्स	https://eu.wikipedia.org/wiki/Telebistako_dekodifikatzaile	Zein bi prozesadore mota erabiltzen dituzte telebistako dekodifikatzaileek?
753.0	https://hi.wikipedia.org/wiki/%E0%A4%B0%E0%A4%BE%E0%A4%B7%E0%A5%8D%E0%A4%9F%E0%A5%8D%E0%A4%B0%E0%A5%80%E0%A4%AF%E0%A4%A4%E0%A4%BE	राष्ट्रीयता	https://eu.wikipedia.org/wiki/Nazionalitate	Zein hiru bide daude nazionalitate bat lortzeko?
755.0	https://hi.wikipedia.org/wiki/%E0%A4%B6%E0%A4%BF%E0%A4%95%E0%A5%8B%E0%A4%AE%E0%A5%8B%E0%A4%B0%E0%A5%80_%E0%A4%AD%E0%A4%BE%E0%A4%B7%E0%A4%BE	शिकोमोरी भाषा	https://eu.wikipedia.org/wiki/Komoreera	Non hitz egiten da komoreera?
756.0	https://hi.wikipedia.org/wiki/%E0%A4%B6%E0%A4%BF%E0%A4%95%E0%A4%BE%E0%A4%B0%E0%A5%80-%E0%A4%AB%E0%A4%BC%E0%A4%B0%E0%A4%AE%E0%A4%B0	शिकारी-फ़रमर	https://eu.wikipedia.org/wiki/Ehiztari-biltzaileak	Non sortu zen gizakien lehenengo ekonomia mota?
762.0	https://hi.wikipedia.org/wiki/%E0%A5%A7%E0%A5%A8%E0%A5%AD%E0%A5%AC	१२७६	https://eu.wikipedia.org/wiki/1276	Zenbat egun izan zituen 1276. urteak?
312.0	https://fr.wikipedia.org/wiki/Pachychilon_pictum	Pachychilon pictum	https://eu.wikipedia.org/wiki/Pachychilon_pictum	Zein familietako arraina da Pachychilon pictum?
353.0	https://fr.wikipedia.org/wiki/Uta_Hagen	Uta Hagen	https://eu.wikipedia.org/wiki/Uta_Hagen	Zenbat Tony sari irabazi zituen Uta Hagen antzezleak?
369.0	https://zh.wikipedia.org/wiki/%E7%BA%B3%E7%93%A6%E5%BE%B7%E5%A4%AB%E5%85%B0%E8%A5%BF%E4%BA%9A	纳瓦德夫兰西亚	https://eu.wikipedia.org/wiki/Nava_de_Francia	Non dago Nava de Francia?
403.0	https://fr.wikipedia.org/wiki/Thasos_(%C3%AEle)	Thasos (île)	https://eu.wikipedia.org/wiki/Tasos	Zein itsasotan dago kokatuta Tasos uhartea?
423.0	https://en.wikipedia.org/wiki/French_paradox	French paradox	https://eu.wikipedia.org/wiki/Frantziar_paradoxa	Zer da Frantziar paradoxa?
429.0	https://sv.wikipedia.org/wiki/Real_Madrid_Castilla	Real Madrid Castilla	https://eu.wikipedia.org/wiki/Real_Madril_Castilla_Club_de_F%C3%BAtbol	Nor da Real Madril Castilla Club fultbol taldeko entrenatzailea?
447.0	https://en.wikipedia.org/wiki/El_Mercurio_de_Valpara%C3%ADso	El Mercurio de Valparaíso	https://eu.wikipedia.org/wiki/El_Mercurio_de_Valpara%C3%ADso	Nork sortu zuen El Mercurio de Valparaíso aldizkaria?
459.0	https://fr.wikipedia.org/wiki/Fuligo_septica	Fuligo septica	https://eu.wikipedia.org/wiki/Fuligo_septica	Ze balio grastronomiko du Fuligo septica onddoak?
492.0	https://sv.wikipedia.org/wiki/Plastic_Letters	Plastic Letters	https://eu.wikipedia.org/wiki/Plastic_Letters	Ze talderen diskoa da Plastic Letters diskoa?
72.0	https://fr.wikipedia.org/wiki/Prato_allo_Stelvio	Prato allo Stelvio	https://eu.wikipedia.org/wiki/Prad_am_Stilfserjoch	Zein udalerrirekin egiten du muga Prad am Stilfserjoch herriak?
106.0	https://zh.wikipedia.org/wiki/150	150	https://eu.wikipedia.org/wiki/Ehun_eta_berrogeita_hamar	Zein zenbaki dago ehun eta berrogeita hamar ondoren?
132.0	https://en.wikipedia.org/wiki/Swea_City,_Iowa	Swea City, Iowa	https://eu.wikipedia.org/wiki/Swea_City_(Iowa)	Ameriketako zein estatutan dago Swea City?
134.0	https://fr.wikipedia.org/wiki/Amyema	Amyema	https://eu.wikipedia.org/wiki/Amyema	Non agertzen dira Amyema zuhaixkak?
154.0	https://zh.wikipedia.org/wiki/%E7%9F%B3%E8%95%8A%E7%A7%91	石蕊科	https://eu.wikipedia.org/wiki/Cladoniaceae	Cladoniaceae onddoak non sortzen dira ugariago, klima hotzetan edo beroetan?
300.0	https://zh.wikipedia.org/wiki/%E7%B4%84%E7%BF%B0%C2%B7%E8%8F%AF%E7%89%B9%E6%96%AF	約翰·華特斯	https://eu.wikipedia.org/wiki/John_Waters	Zer nolako filmeak egiten zituen hasiera batean John Waters zinemagile estatubatuarrak?
303.0	https://en.wikipedia.org/wiki/Brothers_in_Arms_(album)	Brothers in Arms (album)	https://eu.wikipedia.org/wiki/Brothers_in_Arms	Dire Straits talde britaniarraren zenbatgarren albuma da Brothers in Arms?
309.0	https://fr.wikipedia.org/wiki/Moshood_Abiola	Moshood Abiola	https://eu.wikipedia.org/wiki/Moshood_Abiola	Ingelesaz gain, beste zein hizkuntza hitz egiten zuen Moshood Abiolak?
336.0	https://zh.wikipedia.org/wiki/%E6%97%A9%E5%B9%B4%E8%A1%B0%E8%80%81%E7%97%87%E5%80%99%E7%BE%A4	早年衰老症候群	https://eu.wikipedia.org/wiki/Progeria	Zein da Progeria hitzaren jatorria?
340.0	https://en.wikipedia.org/wiki/Modern_pentathlon	Modern pentathlon	https://eu.wikipedia.org/wiki/Pentatloi_moderno	Zein dira pentatloiean bete behar diren bost ariketa?
347.0	https://zh.wikipedia.org/wiki/%E5%85%8B%E5%88%A9%E7%A6%8F%E5%BE%B7%C2%B7%E6%B2%99%E5%B0%94	克利福德·沙尔	https://eu.wikipedia.org/wiki/Clifford_Shull	Noiz erretiratu zen Clifford Shull?
373.0	https://zh.wikipedia.org/wiki/%E7%93%A6%E7%9B%A7%E6%96%AF	瓦盧斯	https://eu.wikipedia.org/wiki/Varo	Nola hil zen Publio Kintilio Varo erromatar jenerala? 
378.0	https://fr.wikipedia.org/wiki/Ethel_Smyth	Ethel Smyth	https://eu.wikipedia.org/wiki/Ethel_Smyth	Non ikasi zuen musika Ethel Smythek?
383.0	https://sv.wikipedia.org/wiki/Den_tunna_r%C3%B6da_linjen	Den tunna röda linjen	https://eu.wikipedia.org/wiki/The_Thin_Red_Line_(1998ko_filma)	Zenbat Oscar irabazi ditu The Thin Red Line filmak?
391.0	https://fr.wikipedia.org/wiki/Tateyama	Tateyama	https://eu.wikipedia.org/wiki/Tateyama_(Chiba)	Tokioko badia Tateyama hiritiek mendebaldera edo ekialdera dago?
422.0	https://fr.wikipedia.org/wiki/Murero	Murero	https://eu.wikipedia.org/wiki/Murero	Zein probintziatan dago Murero?
498.0	https://zh.wikipedia.org/wiki/%E7%B1%B3%E8%8E%B1%E6%89%98	米莱托	https://eu.wikipedia.org/wiki/Mileto_(Calabria)	Zein udalerrirekin egiten du muga Miletok?
70.0	https://zh.wikipedia.org/wiki/%E5%87%B1%E4%BC%8A%E7%88%BE%C2%B7%E7%99%BD%E6%9C%97%E5%AF%A7	凱伊爾·白朗寧	https://eu.wikipedia.org/wiki/Kayle_Browning	Zein herritan jaio zen Kayle Browning?
100.0	https://zh.wikipedia.org/wiki/%E7%B4%84%E7%BF%B0%C2%B7%E6%96%AF%E6%96%87%E5%B0%BC	約翰·斯文尼	https://eu.wikipedia.org/wiki/John_Swinney	Zein alderdi politikoren kide da John Swinney?
101.0	https://fr.wikipedia.org/wiki/The_Fens	The Fens	https://eu.wikipedia.org/wiki/The_Fens	Zein beste izenekin da ezaguna The Fens lautada?
169.0	https://sv.wikipedia.org/wiki/Gu_Bon-gil	Gu Bon-gil	https://eu.wikipedia.org/wiki/Gu_Bon-gil	Zer kirol praktikatzen du Gu Bon-gil kirolari profesionalak?
204.0	https://fr.wikipedia.org/wiki/Mar%C3%ADa_Grever	María Grever	https://eu.wikipedia.org/wiki/Mar%C3%ADa_Grever	Non ezagutu zuen María Greverrek bere senarra izango zena?
220.0	https://sv.wikipedia.org/wiki/Chichester,_New_Hampshire	Chichester, New Hampshire	https://eu.wikipedia.org/wiki/Chichester_(New_Hampshire)	Zenbat kilometro karratuko azalera du Chichester herriak?
237.0	https://fr.wikipedia.org/wiki/(661)_Cl%C3%A9lie	(661) Clélie	https://eu.wikipedia.org/wiki/661_Cloelia	Nork aurkitu zuen 661 Cloelia asteroidea?
367.0	https://fr.wikipedia.org/wiki/Aesculus_hippocastanum	Aesculus hippocastanum	https://eu.wikipedia.org/wiki/Indigaztainondo	Nolako loreak ditu Indigaztainondoak?
409.0	https://zh.wikipedia.org/wiki/%E7%BD%97%E8%90%A8%E9%87%8C%E5%A5%A5	罗萨里奥	https://eu.wikipedia.org/wiki/Rosario	Nork eraiki zuen Rosarioko lehen etxea?
475.0	https://sv.wikipedia.org/wiki/Carlo_Gozzi	Carlo Gozzi	https://eu.wikipedia.org/wiki/Carlo_Gozzi	Zein literatur genero defendatu zuen Carlo Gozzi kondeak?
96.0	https://fr.wikipedia.org/wiki/Sophie_N%C3%A9lisse	Sophie Nélisse	https://eu.wikipedia.org/wiki/Sophie_N%C3%A9lisse	Zenbat sari irabazi ditu Sophie Nélissek "The Book Thief" pelikulagatik?
109.0	https://zh.wikipedia.org/wiki/%E5%8D%A1%E6%96%AF%E7%9A%AE%E6%96%AF%E5%85%8B	卡斯皮斯克	https://eu.wikipedia.org/wiki/Kaspisk	Makhatxkalatik zenbat kilometrotara dago Kaspisk?
168.0	https://zh.wikipedia.org/wiki/%E8%B4%A1%E7%BA%B3%E5%B0%94%C2%B7%E9%98%BF%E6%96%AF%E6%99%AE%E9%9A%86%E5%BE%B7	贡纳尔·阿斯普隆德	https://eu.wikipedia.org/wiki/Gunnar_Asplund	Noiz hil zen Gunnar Asplund arkitekto suediarra?
185.0	https://zh.wikipedia.org/wiki/%E9%B5%9D%E8%9B%8B%E5%BD%A2	鵝蛋形	https://eu.wikipedia.org/wiki/Obalo_(geometria)	Zein hiru ezaugarri dituzte obaloek?
222.0	https://fr.wikipedia.org/wiki/%C3%82ge_d%27or_danois	Âge d'or danois	https://eu.wikipedia.org/wiki/Danimarkako_Urrezko_Aroa	Zerk eragin zuen Danimarkako Urrezko Aroaren hasiera?
225.0	https://zh.wikipedia.org/wiki/%E5%BD%BC%E5%BE%97%E7%BD%97%C2%B7%E5%8D%97%E5%B0%BC	彼得罗·南尼	https://eu.wikipedia.org/wiki/Pietro_Nenni	Zein izan zen Pietro Nenniren ideologia politikoa?
253.0	https://sv.wikipedia.org/wiki/Laurance_Rockefeller	Laurance Rockefeller	https://eu.wikipedia.org/wiki/Laurance_Rockefeller	Zein da Laurance Spelman Rockefelleren aita?
266.0	https://sv.wikipedia.org/wiki/Geoffroi_de_Villehardouin	Geoffroi de Villehardouin	https://eu.wikipedia.org/wiki/Geoffroi_de_Villehardouin	Zergatik da ezaguna Geoffroi de Villehardouin?
278.0	https://sv.wikipedia.org/wiki/Alemanner	Alemanner	https://eu.wikipedia.org/wiki/Alaman	Non kokatu ziren Alamanak?
291.0	https://fr.wikipedia.org/wiki/Omega_Centauri	Omega Centauri	https://eu.wikipedia.org/wiki/Omega_Centauri	Zenbat urte ditu Omega Centauri kumulu globularrak?
315.0	https://sv.wikipedia.org/wiki/Microsoft_Edge	Microsoft Edge	https://eu.wikipedia.org/wiki/Microsoft_Edge	Zein da Microsoft Edgen jatorrizko izena?
121.0	https://fr.wikipedia.org/wiki/Victoire_Tomegah_Dogb%C3%A9	Victoire Tomegah Dogbé	https://eu.wikipedia.org/wiki/Victoire_Tomegah-Dogb%C3%A9	Zein hizkuntza hitz egiten du Victoire Tomegah-Dogbé politikari togoarrak?
130.0	https://zh.wikipedia.org/wiki/%E9%98%BF%E5%B0%94%E5%8D%91%E6%96%AF%E5%B8%A6	阿尔卑斯带	https://eu.wikipedia.org/wiki/Alpetar_gerrikoa	Nola sortu zen Alpetar gerrikoa?
240.0	https://fr.wikipedia.org/wiki/Guillemot_de_Tro%C3%AFl	Guillemot de Troïl	https://eu.wikipedia.org/wiki/Martin_arrunt	Noiz da Martin arrunten ugalketa garaia?
250.0	https://zh.wikipedia.org/wiki/%E5%8A%A0%E6%8B%89%E9%9C%8D%E5%A5%88%E5%9B%BD%E5%AE%B6%E5%85%AC%E5%9B%AD	加拉霍奈国家公园	https://eu.wikipedia.org/wiki/Garajonayko_parke_nazionala	Nondik dator Garajonayko parke nazionalaren izena?
271.0	https://sv.wikipedia.org/wiki/HMY_Britannia	HMY Britannia	https://eu.wikipedia.org/wiki/HMY_Britannia	Non aurkitu daiteke gaur egun HMY Britannia itsasontzia?
273.0	https://fr.wikipedia.org/wiki/The_Leftovers	The Leftovers	https://eu.wikipedia.org/wiki/The_Leftovers	Zenbat denboraldi ditu The Leftovers telesailak?
307.0	https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%A2%85%E5%B0%94%E8%A5%BF	上梅尔西	https://eu.wikipedia.org/wiki/Mercy-le-Haut	Zein eskualdetan dago Mercy-le-Haut?
308.0	https://zh.wikipedia.org/wiki/%E8%AD%A6%E5%AF%9F%E5%AD%A6%E6%A0%A1_(%E7%94%B5%E5%BD%B1)	警察学校 (电影)	https://eu.wikipedia.org/wiki/Police_Academy	Zein generotakoa da Police Academy pelikula?
317.0	https://fr.wikipedia.org/wiki/Emden_(1925)	Emden (1925)	https://eu.wikipedia.org/wiki/Emden_(1925)	Zein izan zen Emden gerraontziaren erabilera nagusia?
123.0	https://fr.wikipedia.org/wiki/Comt%C3%A9_de_Gogebic	Comté de Gogebic	https://eu.wikipedia.org/wiki/Gogebic_konderria_(Michigan)	Zein da Gogebic konderriaren hiriburua?
148.0	https://zh.wikipedia.org/wiki/%E5%87%B1%E6%92%92%E9%A6%96%E9%A0%98	凱撒首領	https://eu.wikipedia.org/wiki/Kaiser_Chiefs	Nongoa da Kaiser Chiefs taldea?
239.0	https://zh.wikipedia.org/wiki/%E5%B7%B4%E8%B5%AB%E6%8B%89%E5%A7%86%E4%B8%80%E4%B8%96	巴赫拉姆一世	https://eu.wikipedia.org/wiki/Bahram_I.a	Nor izan zen Bahram I.a?
241.0	https://fr.wikipedia.org/wiki/Collage_(art)	Collage (art)	https://eu.wikipedia.org/wiki/Collage	Nondik dator Collage hitza?
7.0	https://en.wikipedia.org/wiki/Helsingin_Jalkapalloklubi	Helsingin Jalkapalloklubi	https://eu.wikipedia.org/wiki/Helsingin_Jalkapalloklubi	Nola izena zuen HJK futbol taldeak hasiera batean?
89.0	https://fr.wikipedia.org/wiki/Deuxi%C3%A8me_concile_de_Nic%C3%A9e	Deuxième concile de Nicée	https://eu.wikipedia.org/wiki/Nizeako_II._kontzilioa	Zein izan zen Nizeako II. kontzilioaren helburu nagusia?
186.0	https://fr.wikipedia.org/wiki/Catherine_McCormack	Catherine McCormack	https://eu.wikipedia.org/wiki/Catherine_McCormack	Zeintzuk ziren Catherine McCormacken ogibideak?
191.0	https://zh.wikipedia.org/wiki/%E7%A6%8F%E9%97%A8%E7%89%B9%E6%8B%89%E5%B2%9B	福门特拉岛	https://eu.wikipedia.org/wiki/Formentera	Non dago Formentera kokatuta, iparraldean edo hegoaldean?
233.0	https://fr.wikipedia.org/wiki/Fredrikstad_FK	Fredrikstad FK	https://eu.wikipedia.org/wiki/Fredrikstad_FK	Zein dira Fredrikstad FK taldearen koloreak?
