url	en-url	title	langs	question	alt_question
https://sv.wikipedia.org/wiki/La_Belli%C3%A8re,_Seine-Maritime	https://en.wikipedia.org/wiki/La_Belli%C3%A8re,_Seine-Maritime	La Bellière, Seine-Maritime	sv,en,fr,zh	What is the population of La Bellière, Seine-Maritime?	Is there a church in La Bellière, Seine Maritime?
https://fr.wikipedia.org/wiki/Diab%C3%A8te_de_type_2	https://en.wikipedia.org/wiki/Type_2_diabetes	Diabète de type 2	fr,en,fi,sv,zh	What are some common symptoms of type 2 diabetes?	Which medication is usually used to treat type 2 diabetes?
https://zh.wikipedia.org/wiki/%E5%9C%A3%E7%93%A6%E5%B0%94	https://en.wikipedia.org/wiki/Saint-Voir	圣瓦尔	zh,en,fr,sv	In which French region is Saint-Voir located?	In which French department is Saint-Voir located?
https://zh.wikipedia.org/wiki/%E6%B3%A2%E8%A5%BF%E7%B8%A3_(%E5%8D%B0%E7%AC%AC%E5%AE%89%E7%B4%8D%E5%B7%9E)	https://en.wikipedia.org/wiki/Posey_County,_Indiana	波西縣 (印第安納州)	zh,en,fr,sv	In which US state is Posey County located?	What’s the population of Posey County, Indiana?
https://fr.wikipedia.org/wiki/Folorunsho_Alakija	https://en.wikipedia.org/wiki/Folorunso_Alakija	Folorunsho Alakija	fr,en,fi,sv	What is the name of Folorunsho Alakija’s foundation?	From where is Folorunso Alakija from?
https://fr.wikipedia.org/wiki/Comt%C3%A9_de_Gogebic	https://en.wikipedia.org/wiki/Gogebic_County,_Michigan	Comté de Gogebic	fr,en,fi,sv,zh	Is there a reservation in Gogebic County?	
https://zh.wikipedia.org/wiki/%E6%B4%A5%E5%B7%B4%E5%B8%83%E9%9F%A6%E5%8E%86%E5%8F%B2	https://en.wikipedia.org/wiki/History_of_Zimbabwe	津巴布韦历史	zh,en,fi,fr	Was there another Kalanga-speaking kingdom aside from the kingdom of Zimbabwe?	
https://zh.wikipedia.org/wiki/%E7%BA%A6%E7%BF%B0%C2%B7%E5%85%8B%E9%87%8C%E6%96%AF%E6%89%98%E5%BC%97%C2%B7%E5%A8%81%E5%88%A9%E6%96%AF	https://en.wikipedia.org/wiki/John_Christopher_Willis	约翰·克里斯托弗·威利斯	zh,en,fr,sv	Was John Christopher Willis’ a proponent of natural selection?	
https://en.wikipedia.org/wiki/Aloadae	https://en.wikipedia.org/wiki/Aloadae	Aloadae	en,fr,fi,zh	Who is the mother of the Aloadae?	Who is the sister of the Aloadae?
https://zh.wikipedia.org/wiki/%E9%9F%A6%E5%BB%96%E5%A4%AB%E9%87%91%E6%B4%9E%E7%A9%B4	https://en.wikipedia.org/wiki/Veryovkina_Cave	韦廖夫金洞穴	zh,en,fr,sv	What is the deepest known cave on Earth?	Where is Veryovkina Cave located?
https://en.wikipedia.org/wiki/Swea_City,_Iowa	https://en.wikipedia.org/wiki/Swea_City,_Iowa	Swea City, Iowa	en,fr,zh	What is the population of Swea City, Iowa?	In which county is Swea City located?
https://fr.wikipedia.org/wiki/Marko_Kiprusoff	https://en.wikipedia.org/wiki/Marko_Kiprusoff	Marko Kiprusoff	fr,en,fi,sv,zh	Where was Marko Kristian Kiprusoff born?	What sport did Marko Kristian Kiprusoff play?
https://zh.wikipedia.org/wiki/%E6%B3%95%E5%9C%8B%E8%88%AA%E7%A9%BA296%E8%99%9F%E7%8F%AD%E6%A9%9F%E7%A9%BA%E9%9B%A3	https://en.wikipedia.org/wiki/Air_France_Flight_296Q	法國航空296號班機空難	zh,en,fi,fr	Explain in a few words the Air France Flight 296Q crash.	How many people died in the Air France Flight 296Q crash?
https://en.wikipedia.org/wiki/JL-2	https://en.wikipedia.org/wiki/JL-2	JL-2	en,fr,sv,zh	What is the Julang-2?	What is the blast yield of a JL-2?
https://zh.wikipedia.org/wiki/%E5%8F%A4%E5%B7%B4%E5%9C%8B%E5%AE%B6%E7%94%B7%E5%AD%90%E6%8E%92%E7%90%83%E9%9A%8A	https://en.wikipedia.org/wiki/Cuba_men%27s_national_volleyball_team	古巴國家男子排球隊	zh,en,fi,fr,sv	Did the Cuba man’s national volleyball team ever win a gold medal during a world cup?	Did the Cuba men’s national volleyball team win an Olympic gold medal?
https://fr.wikipedia.org/wiki/The_Eternal_Idol	https://en.wikipedia.org/wiki/The_Eternal_Idol	The Eternal Idol	fr,en,fi,sv	When was Black Sabbath’s The Eternal Idol released?	Was Tony Martin the singer on Black Sabbath’s The Eternal Idol?
https://zh.wikipedia.org/wiki/%E5%93%A5%E4%BC%A6%E6%AF%94%E4%BA%9A%E6%80%BB%E7%BB%9F	https://en.wikipedia.org/wiki/President_of_Colombia	哥伦比亚总统	zh,en,fi,fr	Is there a limit to the number of terms one can serve as the Columbian president?	Who was the first president of Colombia?
https://zh.wikipedia.org/wiki/Windows_Neptune	https://en.wikipedia.org/wiki/Windows_Neptune	Windows Neptune	zh,en,fr,sv	Was windows neptune ever released?	Which windows version was derived from windows neptune?
https://zh.wikipedia.org/wiki/%E7%9B%8E%E6%A0%BC%E9%AD%AF%E6%84%9B%E7%88%BE%E8%98%AD%E4%BA%BA	https://en.wikipedia.org/wiki/Anglo-Irish_people	盎格魯愛爾蘭人	zh,en,fi,fr,sv	Are there any noteworthy Anglo-Irish mathematicians?	
https://zh.wikipedia.org/wiki/%E9%98%BF%E5%B0%94%E5%BC%97%E9%9B%B7%E5%BE%B7%C2%B7%E6%99%AE%E8%8E%B1	https://en.wikipedia.org/wiki/Alfred_Pl%C3%A9	阿尔弗雷德·普莱	zh,en,fi,fr	Which Olympic sport was Alfred Plé famous for?	Who was Aflred Plé’s teammate when he won his Olympic medal?
https://sv.wikipedia.org/wiki/Terrazzo,_Veneto	https://en.wikipedia.org/wiki/Terrazzo,_Veneto	Terrazzo, Veneto	sv,en,fr,zh	How far is Terrazzo from Venice?	What is the population of Terrazzo, Veneto?
https://sv.wikipedia.org/wiki/Det_Norske_Baptistsamfunn	https://en.wikipedia.org/wiki/Baptist_Union_of_Norway	Det Norske Baptistsamfunn	sv,en,fr,fi	Who was the first chairman of the Baptist Union of Norway?	Explain in a few words what is the Baptist Union of Norway.
https://zh.wikipedia.org/wiki/%E5%A5%A7%E6%89%8E%E9%AD%AF%E5%A4%AB	https://en.wikipedia.org/wiki/O%C5%BCar%C3%B3w	奧扎魯夫	zh,en,fr,sv	Does Ożarów have a significant Jewish history?	When was the town of Ożarów founded?
https://fr.wikipedia.org/wiki/Bataille_de_Long_Island	https://en.wikipedia.org/wiki/Battle_of_Long_Island	Bataille de Long Island	fr,en,fi,sv,zh	Who was the Brittish commander during the Battle of Long Island?	When did Howe’s troup land on Long Island?
https://en.wikipedia.org/wiki/Bruce_Sterling	https://en.wikipedia.org/wiki/Bruce_Sterling	Bruce Sterling	en,fr,fi,sv,zh	What are the two factions in Bruce Sterling’s “Schismatrix”?	What genre is Bruce Sterling known for?
https://zh.wikipedia.org/wiki/%E5%AE%89%E5%90%89%E6%96%AF%E7%89%B9%E9%87%8C%E5%B2%9B	https://en.wikipedia.org/wiki/Agistri	安吉斯特里岛	zh,en,fi,fr,sv	Where is Agistri located?	What settlements are there on Agistri?
https://zh.wikipedia.org/wiki/%E8%89%B3%E7%BB%87%E9%9B%80%E5%B1%9E	https://en.wikipedia.org/wiki/Fody	艳织雀属	zh,en,fi,fr,sv	Are all fodies red?	
https://sv.wikipedia.org/wiki/Lautersheim	https://en.wikipedia.org/wiki/Lautersheim	Lautersheim	sv,en,fr,zh	What is the population of Lautersheim?	Where is Lautersheim located?
https://zh.wikipedia.org/wiki/%E7%A6%8F%E9%97%A8%E7%89%B9%E6%8B%89%E5%B2%9B	https://en.wikipedia.org/wiki/Formentera	福门特拉岛	zh,en,fi,fr,sv	How many martellos are there on Formentera?	What is the average temperature on Formentera?
https://sv.wikipedia.org/wiki/Fomitiporia	https://en.wikipedia.org/wiki/Fomitiporia	Fomitiporia	sv,en,fi,zh	Are there fungi from the genus Fomitiporia outside of Africa?	What’s a Fomitiporia?
https://fr.wikipedia.org/wiki/Health_(groupe)	https://en.wikipedia.org/wiki/Health_(band)	Health (groupe)	fr,en,fi,sv	Did Health ever compose videogame soundtracks?	What’s the lineup of the band Health?
https://zh.wikipedia.org/wiki/%E5%B0%8F%E7%AB%B9%E9%BC%A0%E5%B1%AC	https://en.wikipedia.org/wiki/Lesser_bamboo_rat	小竹鼠屬	zh,en,fr,sv	Are lesser bamboo rats endangered?	How big is a lesser bamboo rat?
https://fr.wikipedia.org/wiki/Kyle_Korver	https://en.wikipedia.org/wiki/Kyle_Korver	Kyle Korver	fr,en,fi,zh	Did Kyle Korver beat Steve Kerr’s three point percentage?	
https://sv.wikipedia.org/wiki/%C3%96gonh%C3%A5la	https://en.wikipedia.org/wiki/Orbit_(anatomy)	Ögonhåla	sv,en,fr,fi,zh	How many embryologically distinct bony structures are the walls of the orbit derived from?	
https://en.wikipedia.org/wiki/Andrei_Kravchuk	https://en.wikipedia.org/wiki/Andrei_Kravchuk	Andrei Kravchuk	en,fr,fi,sv,zh	When did Andrei Kravchuk began working on The Italian?	
https://zh.wikipedia.org/wiki/%E6%A0%BC%E7%BE%85%E5%AF%A7%E6%A0%B9%E5%8D%9A%E7%89%A9%E9%A4%A8	https://en.wikipedia.org/wiki/Groninger_Museum	格羅寧根博物館	zh,en,fr,sv	How many people visit the Groninger Museum yearly?	
https://zh.wikipedia.org/wiki/%E7%8E%89%E6%A0%91%E5%B8%82	https://en.wikipedia.org/wiki/Yushu_City,_Qinghai	玉树市	zh,en,fi,fr,sv	Is Yushu the largest city in Qinghai?	Is there an airport near Yushu, Qinghai?
https://zh.wikipedia.org/wiki/%E8%B0%A2%E5%B0%94%E7%9B%96%C2%B7%E5%B8%95%E6%8B%89%E6%9D%B0%E8%AF%BA%E5%A4%AB	https://en.wikipedia.org/wiki/Sergei_Parajanov	谢尔盖·帕拉杰诺夫	zh,en,fi,fr,sv	Which filmakers was Parajanov influenced by?	
https://fr.wikipedia.org/wiki/Oudalan_(province)	https://en.wikipedia.org/wiki/Oudalan_Province	Oudalan (province)	fr,en,fi,sv,zh	What is the capital of Oudalan Province?	What is the population of Oudalan?
https://zh.wikipedia.org/wiki/%E6%B5%B7%E6%B3%95%E5%A4%A7%E5%AD%A6	https://en.wikipedia.org/wiki/University_of_Haifa	海法大学	zh,en,fi,fr	What is the relationship between the University of Haifa and the Hecht Museum of archeology and art?	When was the University of Haifa founded?
https://zh.wikipedia.org/wiki/%E5%9C%A3%E4%BE%9D%E8%A5%BF%E5%A4%9A%E7%A6%84%E5%A0%82_(%E7%BD%97%E9%A9%AC)	https://en.wikipedia.org/wiki/Sant%27Isidoro_a_Capo_le_Case	圣依西多禄堂 (罗马)	zh,en,fr,sv	How many cloisters are there in Sant'Isidoro a Capo le Case?	Is Sant'Isidoro a Capo le Case a national church?
https://fr.wikipedia.org/wiki/Collage_(art)	https://en.wikipedia.org/wiki/Collage	Collage (art)	fr,en,fi,sv,zh	How far back can collage techniques be traced?	How far back can collage techniques be traced?
https://zh.wikipedia.org/wiki/2013%E5%B9%B4%E4%BC%8A%E6%9C%97%E6%80%BB%E7%BB%9F%E9%80%89%E4%B8%BE	https://en.wikipedia.org/wiki/2013_Iranian_presidential_election	2013年伊朗总统选举	zh,en,fi,fr,sv	How many presidential candidates were there in the 2013 Iranian presidential election?	What was the turnout of the 2013 Iranian presidential election?
https://fr.wikipedia.org/wiki/Alberto_Fouillioux	https://en.wikipedia.org/wiki/Alberto_Fouillioux	Alberto Fouillioux	fr,en,fi,sv	Dd Alberto Fouillioux ever play in a world cup championship?	Whcih sport did Alberto Fouillioux play professionally?
https://zh.wikipedia.org/wiki/%E5%8A%A0%E6%8B%89%E9%9C%8D%E5%A5%88%E5%9B%BD%E5%AE%B6%E5%85%AC%E5%9B%AD	https://en.wikipedia.org/wiki/Garajonay_National_Park	加拉霍奈国家公园	zh,en,fi,fr,sv	What is the Garajonay National Park named after?	Are there any reptiles in Garajonay National Park?
https://sv.wikipedia.org/wiki/Laurance_Rockefeller	https://en.wikipedia.org/wiki/Laurance_Rockefeller	Laurance Rockefeller	sv,en,fr,fi	How many children did Laurance Rockefeller have?	Did Laurance Rockefeller have any interest in aliens?
https://zh.wikipedia.org/wiki/%E8%B5%AB%E5%B0%94%E6%9B%BC%C2%B7%E5%BC%97%E9%9B%B7%E6%B3%BD	https://en.wikipedia.org/wiki/Herman_Frazier	赫尔曼·弗雷泽	zh,en,fi,fr,sv	What did Herman Frazier win gold medals for?	Where did Herman Frazier work as an athletic director?
https://sv.wikipedia.org/wiki/Stahlberg	https://en.wikipedia.org/wiki/Stahlberg	Stahlberg	sv,en,fr,zh	Where is Stahlberg located?	What is the population of Stahlberg?
https://fr.wikipedia.org/wiki/Championnat_d%27Europe_f%C3%A9minin_de_handball_2016	https://en.wikipedia.org/wiki/2016_European_Women%27s_Handball_Championship	Championnat d'Europe féminin de handball 2016	fr,en,fi,sv	Who won the 2016 European Women's Handball Championship?	Which country hosted the 2016 European Women's Handball Championship?
https://zh.wikipedia.org/wiki/%E9%A9%AC%E5%85%8B%C2%B7%E6%B2%83%E7%BA%B3	https://en.wikipedia.org/wiki/Mark_Warner	马克·沃纳	zh,en,fi,fr,sv	When did Mark Warner enter the US Senate?	Which state does Mark Warner represent?
https://sv.wikipedia.org/wiki/Choe_Ryong-hae	https://en.wikipedia.org/wiki/Choe_Ryong-hae	Choe Ryong-hae	sv,en,fr,zh	Explain in a few words who is Choe Ryong-hae.	Where is Choe Ryong-hae from?
https://zh.wikipedia.org/wiki/%E6%96%B0%E7%BC%AC%E8%8D%89%E5%B1%9E	https://en.wikipedia.org/wiki/Valerianella	新缬草属	zh,en,fi,fr,sv	Does cornsalad have flowers?	What are some other members of genus Valerianella besides Valerianella locusta?
https://fr.wikipedia.org/wiki/Adriana_Lisboa	https://en.wikipedia.org/wiki/Adriana_Lisboa	Adriana Lisboa	fr,en,fi,sv	What prizes did Adriana Lisboa receive?	
https://en.wikipedia.org/wiki/Arts_and_Humanities_Citation_Index	https://en.wikipedia.org/wiki/Arts_and_Humanities_Citation_Index	Arts and Humanities Citation Index	en,fr,fi,zh	Is the Arts and Humanities Citation Index still maintained?	Is the Arts and Humanities Citation Index still maintained?
https://sv.wikipedia.org/wiki/Amoncourt	https://en.wikipedia.org/wiki/Amoncourt	Amoncourt	sv,en,fr,zh	Where is Amoncourt located?	In which French department is Amoncourt located?
https://zh.wikipedia.org/wiki/%E8%81%8C%E4%B8%9A%E6%9D%80%E6%89%8B_(%E7%94%B5%E5%BD%B1)	https://en.wikipedia.org/wiki/Hit_Man_(2023_film)	职业杀手 (电影)	zh,en,fr,sv	When did filming for ‘’Hit Man' begin?	Who wrote the screenplay of Hit Man?
https://fr.wikipedia.org/wiki/Nina_Curtis	https://en.wikipedia.org/wiki/Nina_Curtis	Nina Curtis	fr,en,sv,zh	What sport does Nina Curtis practice professionally?	Did Nina Curtis ever win a gold medal?
https://en.wikipedia.org/wiki/Delta,_British_Columbia	https://en.wikipedia.org/wiki/Delta,_British_Columbia	Delta, British Columbia	en,fr,fi,sv,zh	When was Delta, British Columbia, incorporated as a city?	What is the Tsawwassen community of Delta, BC named after?
https://zh.wikipedia.org/wiki/%E9%98%BF%E7%88%BE%E5%A1%94%E8%BF%AA%E7%B4%8D_(%E5%8A%A0%E5%88%A9%E7%A6%8F%E5%B0%BC%E4%BA%9E%E5%B7%9E)	https://en.wikipedia.org/wiki/Altadena,_California	阿爾塔迪納 (加利福尼亞州)	zh,en,fi,fr,sv	Is there a museum in Altadena, CA?	Is Altadena, CA incorporated?
https://fr.wikipedia.org/wiki/Ab%C3%A1dszal%C3%B3k	https://en.wikipedia.org/wiki/Ab%C3%A1dszal%C3%B3k	Abádszalók	fr,en,sv,zh	Where is Abádszalók located?	What is the population of Abádszalók?
https://zh.wikipedia.org/wiki/%E8%AD%A6%E5%AF%9F%E5%AD%A6%E6%A0%A1_(%E7%94%B5%E5%BD%B1)	https://en.wikipedia.org/wiki/Police_Academy_(film)	警察学校 (电影)	zh,en,fi,fr,sv	Who was the director for the original Police Academy movie?	When was the original Police Academy film released?
https://zh.wikipedia.org/wiki/%E5%90%89%E5%88%97%E4%BD%93%E8%82%B2%E5%9C%BA	https://en.wikipedia.org/wiki/Gillette_Stadium	吉列体育场	zh,en,fi,fr,sv	What was the previous name of the Gillette Stadium?	Which NFL team uses Gillette Stadium as their home stadium?
https://sv.wikipedia.org/wiki/Microsoft_Edge	https://en.wikipedia.org/wiki/Microsoft_Edge	Microsoft Edge	sv,en,fr,fi,zh	Is Microsoft Edge the most popular browser?	When was the initial release of Microsoft Edge?
https://en.wikipedia.org/wiki/Arcade_(architecture)	https://en.wikipedia.org/wiki/Arcade_(architecture)	Arcade (architecture)	en,fr,fi,sv,zh	How are blind arcades different from regular arcades?	
https://en.wikipedia.org/wiki/BAFTA_Award_for_Best_Actor_in_a_Supporting_Role	https://en.wikipedia.org/wiki/BAFTA_Award_for_Best_Actor_in_a_Supporting_Role	BAFTA Award for Best Actor in a Supporting Role	en,fr,fi,sv,zh	Is there any year when the BAFTA Award for Best Actor in a Supporting Role hasn’t been awarded?	
https://en.wikipedia.org/wiki/Beauvechain	https://en.wikipedia.org/wiki/Beauvechain	Beauvechain	en,fr,fi,sv,zh	is there an airfield in Beauvechain?	
https://en.wikipedia.org/wiki/Brothers_in_Arms_(album)	https://en.wikipedia.org/wiki/Brothers_in_Arms_(album)	Brothers in Arms (album)	en,fr,fi,sv	Did the album Brothers in Arms win any awards?	
https://en.wikipedia.org/wiki/Chris_Claremont	https://en.wikipedia.org/wiki/Chris_Claremont	Chris Claremont	en,fr,fi,sv	Is Chris Claremont the sole writer of Days of Future Past?	
https://en.wikipedia.org/wiki/FC_Zhenis	https://en.wikipedia.org/wiki/FC_Zhenis	FC Zhenis	en,fr,fi,zh	What is the home stadium of FC Zhenis?	
https://en.wikipedia.org/wiki/Frances_Farmer	https://en.wikipedia.org/wiki/Frances_Farmer	Frances Farmer	en,fr,fi,sv	When was Frances Farmer first interned in a psychiatric institution?	
https://en.wikipedia.org/wiki/HSC_Cs%C3%ADkszereda	https://en.wikipedia.org/wiki/HSC_Cs%C3%ADkszereda	HSC Csíkszereda	en,fr,fi,sv	When was HSC Csíkszereda founded?	
https://en.wikipedia.org/wiki/Helsingin_Jalkapalloklubi	https://en.wikipedia.org/wiki/Helsingin_Jalkapalloklubi	Helsingin Jalkapalloklubi	en,fi,sv,zh,fr	What are the away colors of the Helsingin Jalkapalloklubi?	
https://en.wikipedia.org/wiki/Kremlin_(fortification)	https://en.wikipedia.org/wiki/Kremlin_(fortification)	Kremlin (fortification)	en,fr,fi,sv,zh	Are kremlins similar to detinets?	
https://en.wikipedia.org/wiki/Pet_store	https://en.wikipedia.org/wiki/Pet_store	Pet store	en,fr,fi,zh	Where is the largest pet store in the world located?	
https://en.wikipedia.org/wiki/Petra_van_Staveren	https://en.wikipedia.org/wiki/Petra_van_Staveren	Petra van Staveren	en,fi,sv,zh,fr	What did Petra van Staveren win a gold medal for?	
https://en.wikipedia.org/wiki/Spotted_blue-eye	https://en.wikipedia.org/wiki/Spotted_blue-eye	Spotted blue-eye	en,fr,sv,zh	What do spotted blue-eyes eat?	
https://en.wikipedia.org/wiki/Sustainable_city	https://en.wikipedia.org/wiki/Sustainable_city	Sustainable city	en,fr,fi,zh	What is the UN Sustainable Development Goal 11’s definition of a sustainable city?	
https://fr.wikipedia.org/wiki/(661)_Cl%C3%A9lie	https://en.wikipedia.org/wiki/661_Cloelia	(661) Clélie	fr,en,sv,zh	What is the perihelion of 661 Cloelia?	
https://fr.wikipedia.org/wiki/268_av._J.-C.	https://en.wikipedia.org/wiki/268_BC	268 av. J.-C.	fr,en,fi,sv,zh	Which Roman coin was first minted in 268 BC?	
https://fr.wikipedia.org/wiki/Abrus	https://en.wikipedia.org/wiki/Abrus	Abrus	fr,en,fi,sv,zh	Are there any plants of the genus Abrus native to the Americas?	
https://fr.wikipedia.org/wiki/Domantas_Sabonis	https://en.wikipedia.org/wiki/Domantas_Sabonis	Domantas Sabonis	fr,en,fi,sv,zh	In which country did Domantas Sabonis start his career?	
https://fr.wikipedia.org/wiki/FEAR_(jeu_vid%C3%A9o)	https://en.wikipedia.org/wiki/F.E.A.R._(video_game)	FEAR (jeu vidéo)	fr,en,fi,sv,zh	Did the video game F.E.A.R. receive any awards for its use of AI?	
https://fr.wikipedia.org/wiki/Fredrikstad_FK	https://en.wikipedia.org/wiki/Fredrikstad_FK	Fredrikstad FK	fr,en,fi,sv,zh	When did the Fredrikstad Fotballklubb change its home ground stadium?	
