url	title	languages
https://en.wikipedia.org/wiki/Western_oriole	Western oriole	en,es,fi,fr,it,sv
https://en.wikipedia.org/wiki/White_Collar_(TV_series)	White Collar (TV series)	en,es,fi,fr,hi,it,sv,zh
https://en.wikipedia.org/wiki/Dharma_name	Dharma name	en,fr,it,zh
https://en.wikipedia.org/wiki/Ted_Lange	Ted Lange	ar,en,es,fi,fr,it
https://en.wikipedia.org/wiki/Chris_Claremont	Chris Claremont	ar,en,es,fi,fr,it,sv
https://en.wikipedia.org/wiki/Bundesautobahn_73	Bundesautobahn 73	en,fr,it,sv
https://en.wikipedia.org/wiki/Gianrico_Carofiglio	Gianrico Carofiglio	en,es,fr,it,sv
https://en.wikipedia.org/wiki/Bischofsheim,_Hesse	Bischofsheim, Hesse	en,es,fr,it,sv,zh
https://en.wikipedia.org/wiki/Hamilton_Academical_F.C.	Hamilton Academical F.C.	ar,en,es,fi,fr,it,sv,zh
https://en.wikipedia.org/wiki/Ghislain_Konan	Ghislain Konan	ar,en,es,fr,it,zh
https://en.wikipedia.org/wiki/Swedish_Navy	Swedish Navy	ar,en,es,fi,fr,it,sv,zh
https://en.wikipedia.org/wiki/Pennard	Pennard	en,fr,it,sv
https://en.wikipedia.org/wiki/Galicia_(Spain)	Galicia (Spain)	ar,en,es,fi,fr,hi,it,sv,zh
https://en.wikipedia.org/wiki/United_States_Army_Medical_Command	United States Army Medical Command	en,fr,zh
https://zh.wikipedia.org/wiki/%E5%92%8C%E5%B9%B3%E5%8F%B7%E7%A9%BA%E9%97%B4%E7%AB%99	和平号空间站	ar,en,es,fi,fr,hi,it,sv,zh
https://zh.wikipedia.org/wiki/%E6%88%B4%E5%A4%AB%C2%B7%E5%BC%97%E8%98%AD%E7%A7%91	戴夫·弗蘭科	ar,en,es,fi,fr,hi,it,sv,zh
https://zh.wikipedia.org/wiki/%E5%88%B6%E8%A3%81%E8%80%85_(%E9%9B%BB%E8%A6%96%E5%8A%87)	制裁者 (電視劇)	ar,en,es,fi,fr,it,sv,zh
https://zh.wikipedia.org/wiki/%E5%A1%94%E5%B9%B3%E5%8E%BF	塔平县	en,fr,it,sv,zh
https://zh.wikipedia.org/wiki/%E7%B4%85%E7%89%9B%E9%AB%94%E8%82%B2%E5%A0%B4_(%E8%96%A9%E7%88%BE%E6%96%AF%E5%A0%A1)	紅牛體育場 (薩爾斯堡)	ar,en,es,fi,fr,it,sv,zh
https://sv.wikipedia.org/wiki/Captain_Morgan	Captain Morgan	en,es,fi,fr,it,sv
https://zh.wikipedia.org/wiki/%E8%93%AC%E4%BD%90%E5%86%85	蓬佐内	ar,en,es,fr,it,sv,zh
https://fr.wikipedia.org/wiki/%C3%89tude_cas-t%C3%A9moins	Étude cas-témoins	ar,en,es,fi,fr,sv,zh
https://fr.wikipedia.org/wiki/Championnats_du_monde_de_biathlon_1991	Championnats du monde de biathlon 1991	en,es,fi,fr,it,sv
https://sv.wikipedia.org/wiki/Edu_Manga	Edu Manga	ar,en,es,fi,fr,it,sv,zh
https://zh.wikipedia.org/wiki/%E5%8D%A2%E6%A0%BC%E6%9D%9C%E5%8A%AA%E5%A7%86	卢格杜努姆	ar,en,es,fr,it,sv,zh
https://fr.wikipedia.org/wiki/Xiong_Ai	Xiong Ai	en,fr,zh
https://sv.wikipedia.org/wiki/A_Portuguesa	A Portuguesa	ar,en,es,fi,fr,it,sv,zh
https://sv.wikipedia.org/wiki/Bleeding_Kansas	Bleeding Kansas	ar,en,es,fr,it,sv,zh
https://fr.wikipedia.org/wiki/Manifestations_de_mars-avril_2022_au_P%C3%A9rou	Manifestations de mars-avril 2022 au Pérou	ar,en,es,fr,zh
https://zh.wikipedia.org/wiki/%E9%A5%B6%E8%88%8C%E8%80%85%E9%92%B1%E6%96%AF	饶舌者钱斯	ar,en,es,fi,fr,it,sv,zh
https://en.wikipedia.org/wiki/Sustainable_city	Sustainable city	ar,en,es,fi,fr,zh
https://sv.wikipedia.org/wiki/Zhejiangk%C3%B6ket	Zhejiangköket	en,es,fr,sv,zh
https://zh.wikipedia.org/wiki/%E7%93%A6%E7%88%BE%E9%87%8C%E7%A7%91_(%E4%BD%9B%E7%BE%85%E9%87%8C%E9%81%94%E5%B7%9E)	瓦爾里科 (佛羅里達州)	ar,en,es,fr,it,sv,zh
https://zh.wikipedia.org/wiki/%E4%B8%8B%E5%A1%94%E5%90%89%E5%B0%94	下塔吉尔	ar,en,es,fi,fr,it,sv,zh
https://zh.wikipedia.org/wiki/%E5%8A%9B	力	ar,en,es,fi,fr,hi,it,sv,zh
https://fr.wikipedia.org/wiki/Quarten	Quarten	en,es,fr,it,sv,zh
https://sv.wikipedia.org/wiki/V%C3%A4rldsm%C3%A4sterskapet_i_ishockey_f%C3%B6r_herrar_1931	Världsmästerskapet i ishockey för herrar 1931	en,fi,fr,it,sv
https://zh.wikipedia.org/wiki/%E8%96%A9%E8%BF%A6%E6%B3%95%E7%8E%8B	薩迦法王	en,es,fr,sv,zh
https://fr.wikipedia.org/wiki/General_Pinedo	General Pinedo	en,es,fr,it,sv,zh
https://sv.wikipedia.org/wiki/Toru%C5%84	Toruń	ar,en,es,fi,fr,it,sv,zh
https://en.wikipedia.org/wiki/Gregory_III_Laham	Gregory III Laham	ar,en,es,fr,it,sv,zh
https://sv.wikipedia.org/wiki/F%C3%B6rlossning	Förlossning	ar,en,es,fi,fr,hi,it,sv,zh
https://zh.wikipedia.org/wiki/%E5%B7%A7%E5%85%8B%E5%8A%9B%E7%B3%96%E6%BC%BF	巧克力糖漿	ar,en,es,fr,sv,zh
https://fr.wikipedia.org/wiki/Jef_Raskin	Jef Raskin	ar,en,es,fi,fr,it,sv,zh
https://fr.wikipedia.org/wiki/Delley-Portalban	Delley-Portalban	en,es,fr,it,sv,zh
https://zh.wikipedia.org/wiki/%E5%8A%89%E6%98%93%E6%96%AF%E6%95%A6_(%E5%AF%86%E8%98%87%E9%87%8C%E5%B7%9E)	劉易斯敦 (密蘇里州)	ar,en,es,fr,it,zh
https://zh.wikipedia.org/wiki/%E5%87%B1%E4%BC%8A%E7%88%BE%C2%B7%E7%99%BD%E6%9C%97%E5%AF%A7	凱伊爾·白朗寧	en,es,fr,sv,zh
https://zh.wikipedia.org/wiki/%E5%B8%8C%E5%BE%B7_(%E7%B4%A2%E6%81%A9-%E5%8D%A2%E7%93%A6%E5%B0%94%E7%9C%81)	希德 (索恩-卢瓦尔省)	en,es,fr,it,sv,zh
https://fr.wikipedia.org/wiki/Prato_allo_Stelvio	Prato allo Stelvio	en,es,fr,it,sv,zh
https://zh.wikipedia.org/wiki/2011%E5%B9%B4%E6%AD%90%E6%B4%B2%E8%B6%85%E7%B4%9A%E7%9B%83	2011年歐洲超級盃	ar,en,es,fi,fr,it,zh
https://sv.wikipedia.org/wiki/HD_123569	HD 123569	en,fr,sv,zh
https://zh.wikipedia.org/wiki/%E8%8E%AB%E9%87%8C%E8%8C%A8%C2%B7%E7%A6%8F%E5%B0%94%E8%8C%A8	莫里茨·福尔茨	ar,en,es,fi,fr,it,zh
https://sv.wikipedia.org/wiki/Virginia_Cavaliers	Virginia Cavaliers	en,es,fr,sv,zh
https://zh.wikipedia.org/wiki/%E6%B2%99%E8%90%A8%E6%B6%85	沙萨涅	en,es,fr,it,sv,zh
https://en.wikipedia.org/wiki/Antenna_(biology)	Antenna (biology)	ar,en,es,fi,fr,hi,it,sv,zh
https://zh.wikipedia.org/wiki/%E7%BD%97%E6%A3%AE%E5%A4%9A%E5%A4%AB	罗森多夫	en,es,fr,it,sv,zh
https://zh.wikipedia.org/wiki/%E7%99%BD%E7%B2%89%E8%8F%8C%E7%9B%AE	白粉菌目	en,es,fi,fr,it,sv,zh
https://sv.wikipedia.org/wiki/Ludhiana	Ludhiana	ar,en,es,fi,fr,hi,it,sv,zh
https://sv.wikipedia.org/wiki/Bert_Olmstead	Bert Olmstead	en,es,fi,fr,it,sv
https://fr.wikipedia.org/wiki/Fortescue_(Missouri)	Fortescue (Missouri)	ar,en,es,fr,it,zh
https://zh.wikipedia.org/wiki/%E8%85%A6%E6%80%A7%E9%BA%BB%E7%97%BA	腦性麻痺	ar,en,es,fi,fr,hi,it,sv,zh
https://zh.wikipedia.org/wiki/%E9%93%B2%E9%BD%BF%E4%B8%AD%E5%96%99%E9%B2%B8	铲齿中喙鲸	ar,en,es,fi,fr,it,sv,zh
https://sv.wikipedia.org/wiki/F%C3%BCzesabonyi_J%C3%A1r%C3%A1s	Füzesabonyi Járás	en,es,fr,it,sv,zh
https://fr.wikipedia.org/wiki/Khobar	Khobar	ar,en,es,fi,fr,hi,sv,zh
https://en.wikipedia.org/wiki/BAFTA_Award_for_Best_Actor_in_a_Supporting_Role	BAFTA Award for Best Actor in a Supporting Role	ar,en,es,fi,fr,it,sv,zh
https://fr.wikipedia.org/wiki/Deuxi%C3%A8me_concile_de_Nic%C3%A9e	Deuxième concile de Nicée	ar,en,es,fi,fr,it,sv,zh
https://en.wikipedia.org/wiki/Mario_Bolatti	Mario Bolatti	ar,en,es,fi,fr,it,sv,zh
https://en.wikipedia.org/wiki/Spotted_blue-eye	Spotted blue-eye	en,fr,it,sv,zh
https://zh.wikipedia.org/wiki/%E6%A2%81%E5%B1%B1%E5%8E%BF	梁山县	en,fr,it,sv,zh
https://zh.wikipedia.org/wiki/%E5%A5%A7%E5%BA%AB%E6%96%AF%E6%89%98%E9%9B%85%E6%96%AF%E5%B1%B1	奧庫斯托雅斯山	en,es,fi,fr,it,sv,zh
https://zh.wikipedia.org/wiki/%E7%A7%91%E5%B0%94%E5%AF%9F%E8%87%AA%E6%B2%BB%E7%9C%81	科尔察自治省	en,es,fr,it,sv,zh
https://fr.wikipedia.org/wiki/D%C3%A9partement_de_Federal	Département de Federal	en,es,fr,it,sv,zh
https://fr.wikipedia.org/wiki/Sophie_N%C3%A9lisse	Sophie Nélisse	ar,en,es,fr,it,sv
https://en.wikipedia.org/wiki/Wheein	Wheein	ar,en,es,fr,it,sv,zh
https://sv.wikipedia.org/wiki/7532_Pelh%C5%99imov	7532 Pelhřimov	en,fr,it,sv,zh
https://fr.wikipedia.org/wiki/Capitaine_(football)	Capitaine (football)	ar,en,es,fr,it,zh
https://zh.wikipedia.org/wiki/%E7%B4%84%E7%BF%B0%C2%B7%E6%96%AF%E6%96%87%E5%B0%BC	約翰·斯文尼	en,es,fr,it,zh
https://fr.wikipedia.org/wiki/The_Fens	The Fens	en,es,fi,fr,it
https://zh.wikipedia.org/wiki/%E5%9F%83%E8%92%82%E5%A5%A5%E5%8B%92	埃蒂奥勒	en,es,fr,it,sv,zh
https://sv.wikipedia.org/wiki/Labalme	Labalme	ar,en,es,fr,it,sv,zh
https://fr.wikipedia.org/wiki/Soustons	Soustons	en,es,fr,it,sv,zh
https://en.wikipedia.org/wiki/Kremlin_(fortification)	Kremlin (fortification)	ar,en,es,fi,fr,hi,it,sv,zh
https://zh.wikipedia.org/wiki/150	150	ar,en,fr,it,sv,zh
https://zh.wikipedia.org/wiki/%E5%85%B1%E4%BA%AB%E6%BA%90%E4%BB%A3%E7%A0%81	共享源代码	en,es,fi,fr,it,sv,zh
https://sv.wikipedia.org/wiki/8536_M%C3%A5ns	8536 Måns	en,fr,it,sv,zh
https://zh.wikipedia.org/wiki/%E5%8D%A1%E6%96%AF%E7%9A%AE%E6%96%AF%E5%85%8B	卡斯皮斯克	ar,en,es,fi,fr,it,sv,zh
https://zh.wikipedia.org/wiki/%E8%8B%A5%E9%98%BF%E7%BA%B3	若阿纳	en,es,fi,fr,it,sv,zh
https://sv.wikipedia.org/wiki/Hylarana_elberti	Hylarana elberti	en,es,fr,sv
https://sv.wikipedia.org/wiki/La_Belli%C3%A8re,_Seine-Maritime	La Bellière, Seine-Maritime	en,es,fr,it,sv,zh
https://fr.wikipedia.org/wiki/Diab%C3%A8te_de_type_2	Diabète de type 2	ar,en,es,fi,fr,hi,it,sv,zh
https://zh.wikipedia.org/wiki/%E9%98%BF%E9%81%93%E5%A4%AB%C2%B7%E5%8A%A0%E5%85%B0%E5%BE%B7	阿道夫·加兰德	ar,en,es,fi,fr,it,sv,zh
https://zh.wikipedia.org/wiki/%E5%9C%A3%E7%93%A6%E5%B0%94	圣瓦尔	en,es,fr,it,sv,zh
https://zh.wikipedia.org/wiki/%E6%B3%A2%E8%A5%BF%E7%B8%A3_(%E5%8D%B0%E7%AC%AC%E5%AE%89%E7%B4%8D%E5%B7%9E)	波西縣 (印第安納州)	ar,en,es,fr,hi,it,sv,zh
https://zh.wikipedia.org/wiki/%E4%BB%A5%E8%89%B2%E5%88%97%E8%88%AA%E7%A9%BA402%E8%99%9F%E7%8F%AD%E6%A9%9F%E7%A9%BA%E9%9B%A3	以色列航空402號班機空難	en,fi,fr,it,zh
https://fr.wikipedia.org/wiki/Folorunsho_Alakija	Folorunsho Alakija	en,es,fi,fr,sv
https://zh.wikipedia.org/wiki/%E8%A7%82%E6%B5%8B%E5%AE%87%E5%AE%99%E5%AD%A6	观测宇宙学	en,es,fi,fr,zh
https://zh.wikipedia.org/wiki/%E5%BA%93%E5%B0%94%E6%81%B0%E5%B0%94%C2%B7%E7%9B%96%E5%B0%94%E7%9B%96%E4%BC%8A	库尔恰尔·盖尔盖伊	en,es,fi,fr,it,sv,zh
https://fr.wikipedia.org/wiki/Victoire_Tomegah_Dogb%C3%A9	Victoire Tomegah Dogbé	ar,en,es,fi,fr,it,sv
https://zh.wikipedia.org/wiki/695%E5%B9%B4	695年	ar,en,es,fi,fr,hi,it,sv,zh
https://fr.wikipedia.org/wiki/Comt%C3%A9_de_Gogebic	Comté de Gogebic	ar,en,es,fi,fr,it,sv,zh
https://zh.wikipedia.org/wiki/%E6%B4%A5%E5%B7%B4%E5%B8%83%E9%9F%A6%E5%8E%86%E5%8F%B2	津巴布韦历史	ar,en,es,fi,fr,it,zh
https://zh.wikipedia.org/wiki/%E5%B0%8F%E8%A1%8C%E6%98%9F8903	小行星8903	en,fr,it,sv,zh
https://zh.wikipedia.org/wiki/%E7%BA%A6%E7%BF%B0%C2%B7%E5%85%8B%E9%87%8C%E6%96%AF%E6%89%98%E5%BC%97%C2%B7%E5%A8%81%E5%88%A9%E6%96%AF	约翰·克里斯托弗·威利斯	en,es,fr,sv,zh
https://en.wikipedia.org/wiki/Aloadae	Aloadae	ar,en,es,fi,fr,it,zh
https://sv.wikipedia.org/wiki/Retronym	Retronym	ar,en,es,fr,it,sv,zh
https://zh.wikipedia.org/wiki/%E9%9F%A6%E5%BB%96%E5%A4%AB%E9%87%91%E6%B4%9E%E7%A9%B4	韦廖夫金洞穴	ar,en,es,fr,sv,zh
https://zh.wikipedia.org/wiki/%E9%98%BF%E5%B0%94%E5%8D%91%E6%96%AF%E5%B8%A6	阿尔卑斯带	ar,en,es,fr,sv,zh
https://zh.wikipedia.org/wiki/%E5%B0%8F%E9%87%8E%E8%B2%93%E7%9A%84%E5%85%AC%E8%B7%AF%E6%AD%B7%E9%9A%AA%E8%A8%98	小野貓的公路歷險記	en,es,fr,it,sv,zh
https://en.wikipedia.org/wiki/Swea_City,_Iowa	Swea City, Iowa	ar,en,es,fr,it,zh
https://fr.wikipedia.org/wiki/Gare_de_Walthamstow_Central	Gare de Walthamstow Central	ar,en,fr,it,zh
https://fr.wikipedia.org/wiki/Amyema	Amyema	en,es,fr,sv,zh
https://fr.wikipedia.org/wiki/Marko_Kiprusoff	Marko Kiprusoff	en,fi,fr,it,sv,zh
https://zh.wikipedia.org/wiki/%E6%B3%95%E5%9C%8B%E8%88%AA%E7%A9%BA296%E8%99%9F%E7%8F%AD%E6%A9%9F%E7%A9%BA%E9%9B%A3	法國航空296號班機空難	ar,en,es,fi,fr,it,zh
https://en.wikipedia.org/wiki/JL-2	JL-2	en,es,fr,it,sv,zh
https://zh.wikipedia.org/wiki/%E7%90%86%E6%9F%A5%E5%BE%B7%C2%B7%E6%B2%83%E6%81%A9%C2%B7%E6%96%AF%E5%AE%BE%E5%A1%9E	理查德·沃恩·斯宾塞	ar,en,es,fr,it,zh
https://en.wikipedia.org/wiki/BMW_X2	BMW X2	ar,en,es,fi,it,sv,zh
https://zh.wikipedia.org/wiki/%E5%8F%A4%E5%B7%B4%E5%9C%8B%E5%AE%B6%E7%94%B7%E5%AD%90%E6%8E%92%E7%90%83%E9%9A%8A	古巴國家男子排球隊	ar,en,es,fi,fr,it,sv,zh
https://fr.wikipedia.org/wiki/The_Eternal_Idol	The Eternal Idol	en,es,fi,fr,it,sv
https://zh.wikipedia.org/wiki/%E5%9C%8B%E9%9A%9B%E5%A5%87%E9%80%A3%E8%97%8D	國際奇連藍	en,es,fr,it,sv,zh
https://zh.wikipedia.org/wiki/%E5%93%A5%E4%BC%A6%E6%AF%94%E4%BA%9A%E6%80%BB%E7%BB%9F	哥伦比亚总统	ar,en,es,fi,fr,zh
https://zh.wikipedia.org/wiki/Windows_Neptune	Windows Neptune	ar,en,es,fr,hi,it,sv,zh
https://zh.wikipedia.org/wiki/%E5%85%83%E4%BA%A8_(%E6%97%A5%E6%9C%AC)	元亨 (日本)	en,fr,sv,zh
https://sv.wikipedia.org/wiki/Film_i_Frankrike	Film i Frankrike	ar,en,es,fr,it,sv,zh
https://zh.wikipedia.org/wiki/%E8%A5%BF%E9%9B%85%E5%85%B8%E4%B8%93%E5%8C%BA	西雅典专区	ar,en,es,fi,fr,it,zh
https://zh.wikipedia.org/wiki/%E5%87%B1%E6%92%92%E9%A6%96%E9%A0%98	凱撒首領	ar,en,es,fi,fr,it,sv,zh
https://sv.wikipedia.org/wiki/19521_Chaos	19521 Chaos	ar,en,es,fi,fr,it,sv,zh
https://zh.wikipedia.org/wiki/%E7%9B%8E%E6%A0%BC%E9%AD%AF%E6%84%9B%E7%88%BE%E8%98%AD%E4%BA%BA	盎格魯愛爾蘭人	ar,en,es,fi,fr,sv,zh
https://sv.wikipedia.org/wiki/Ter%C3%A9ny	Terény	en,es,fr,it,sv,zh
https://zh.wikipedia.org/wiki/%E9%87%8C%E5%BE%B9%E9%AB%98%E5%9C%B0	里徹高地	en,fr,sv,zh
https://sv.wikipedia.org/wiki/Dourbies	Dourbies	en,es,fr,it,sv,zh
https://zh.wikipedia.org/wiki/%E7%9F%B3%E8%95%8A%E7%A7%91	石蕊科	en,es,fr,it,sv,zh
https://fr.wikipedia.org/wiki/Domantas_Sabonis	Domantas Sabonis	ar,en,es,fi,fr,it,sv,zh
https://zh.wikipedia.org/wiki/%E9%98%BF%E5%B0%94%E5%BC%97%E9%9B%B7%E5%BE%B7%C2%B7%E6%99%AE%E8%8E%B1	阿尔弗雷德·普莱	en,es,fi,fr,zh
https://sv.wikipedia.org/wiki/Terrazzo,_Veneto	Terrazzo, Veneto	en,es,fr,it,sv,zh
https://fr.wikipedia.org/wiki/Liu_Wenhui	Liu Wenhui	en,fr,sv,zh
https://zh.wikipedia.org/wiki/%E6%BE%84%E6%B1%9F%E5%B8%82	澄江市	en,es,fr,it,sv,zh
https://sv.wikipedia.org/wiki/Amblychaeturichthys	Amblychaeturichthys	en,es,fr,sv,zh
https://zh.wikipedia.org/wiki/%E6%8B%9F%E9%9A%99%E8%9B%9B%E5%B1%9E	拟隙蛛属	en,es,fr,sv,zh
https://sv.wikipedia.org/wiki/Det_Norske_Baptistsamfunn	Det Norske Baptistsamfunn	en,fi,fr,sv
https://zh.wikipedia.org/wiki/%E5%A5%A7%E6%89%8E%E9%AD%AF%E5%A4%AB	奧扎魯夫	en,fr,sv,zh
https://zh.wikipedia.org/wiki/%E6%99%AE%E8%B4%B9%E4%B8%81%E6%96%AF%E8%8E%B1%E6%9C%AC	普费丁斯莱本	en,es,fr,it,sv,zh
https://fr.wikipedia.org/wiki/Palm_River-Clair_Mel	Palm River-Clair Mel	en,es,fr,it,sv,zh
https://fr.wikipedia.org/wiki/Bataille_de_Long_Island	Bataille de Long Island	ar,en,es,fi,fr,it,sv,zh
https://en.wikipedia.org/wiki/Bruce_Sterling	Bruce Sterling	ar,en,es,fi,fr,hi,it,sv,zh
https://zh.wikipedia.org/wiki/%E8%B4%A1%E7%BA%B3%E5%B0%94%C2%B7%E9%98%BF%E6%96%AF%E6%99%AE%E9%9A%86%E5%BE%B7	贡纳尔·阿斯普隆德	en,es,fi,fr,it,sv,zh
https://sv.wikipedia.org/wiki/Gu_Bon-gil	Gu Bon-gil	en,es,fr,it,sv,zh
https://sv.wikipedia.org/wiki/Movimiento_Bolivariano_Revolucionario_200	Movimiento Bolivariano Revolucionario 200	en,es,fr,sv,zh
https://zh.wikipedia.org/wiki/%E5%89%8D485%E5%B9%B4	前485年	ar,en,es,fi,fr,it,sv,zh
https://zh.wikipedia.org/wiki/%E7%A7%91%E5%85%8B%E5%A4%A7%E5%AD%A6	科克大学	ar,en,es,fr,it,sv,zh
https://zh.wikipedia.org/wiki/%E5%AE%89%E5%90%89%E6%96%AF%E7%89%B9%E9%87%8C%E5%B2%9B	安吉斯特里岛	en,es,fi,fr,it,sv,zh
https://fr.wikipedia.org/wiki/Johnny_Cash	Johnny Cash	ar,en,es,fi,fr,hi,it,sv,zh
https://en.wikipedia.org/wiki/Beauvechain	Beauvechain	en,es,fi,fr,it,sv,zh
https://fr.wikipedia.org/wiki/Noonie_Bao	Noonie Bao	en,es,fi,fr,sv
https://zh.wikipedia.org/wiki/%E8%89%B3%E7%BB%87%E9%9B%80%E5%B1%9E	艳织雀属	en,es,fi,fr,it,sv,zh
https://zh.wikipedia.org/wiki/%E9%94%A1%E5%BE%B7%E9%87%8C%E5%85%8B%C2%B7%E5%88%A9%E5%BE%B7%E5%B0%94	锡德里克·利德尔	ar,en,es,fr,it,sv,zh
https://en.wikipedia.org/wiki/Takara	Takara	ar,en,es,fr,hi,sv,zh
https://en.wikipedia.org/wiki/Le_Mesnil-Opac	Le Mesnil-Opac	en,es,fr,it,sv,zh
https://fr.wikipedia.org/wiki/14_octobre	14 octobre	ar,en,es,fi,fr,hi,it,sv,zh
https://fr.wikipedia.org/wiki/Peter_Iwers	Peter Iwers	en,es,fi,fr,it,sv
https://zh.wikipedia.org/wiki/%E5%88%B6%E5%8B%95%E6%B6%B2	制動液	en,es,fi,fr,it,sv,zh
https://sv.wikipedia.org/wiki/Saint-Cl%C3%A9ment,_Yonne	Saint-Clément, Yonne	en,es,fr,it,sv,zh
https://zh.wikipedia.org/wiki/%E9%B5%9D%E8%9B%8B%E5%BD%A2	鵝蛋形	ar,en,es,fr,it,sv,zh
https://fr.wikipedia.org/wiki/Catherine_McCormack	Catherine McCormack	ar,en,es,fi,fr,it,sv,zh
https://fr.wikipedia.org/wiki/Taekwondo_aux_Jeux_olympiques_d%27%C3%A9t%C3%A9_de_2012_-_Plus_de_67_kg_femmes	Taekwondo aux Jeux olympiques d'été de 2012 - Plus de 67 kg femmes	en,fr,it,sv,zh
https://sv.wikipedia.org/wiki/Lautersheim	Lautersheim	en,es,fr,it,sv,zh
https://sv.wikipedia.org/wiki/R%C3%B6strubbningar	Röstrubbningar	ar,en,fi,fr,it,sv,zh
https://en.wikipedia.org/wiki/Pasteur_(lunar_crater)	Pasteur (lunar crater)	en,es,fr,it,sv,zh
https://zh.wikipedia.org/wiki/%E7%A6%8F%E9%97%A8%E7%89%B9%E6%8B%89%E5%B2%9B	福门特拉岛	ar,en,es,fi,fr,it,sv,zh
https://fr.wikipedia.org/wiki/Ligne_8_du_m%C3%A9tro_de_Paris	Ligne 8 du métro de Paris	ar,en,es,fi,fr,it,sv,zh
https://zh.wikipedia.org/wiki/%E9%98%BF%E6%96%AF%E7%8F%80%E8%92%99%E7%89%B9_(%E5%BE%B7%E5%85%8B%E8%96%A9%E6%96%AF%E5%B7%9E) 阿斯珀蒙特	(德克薩斯州)	zh
https://zh.wikipedia.org/wiki/%E8%83%8C%E5%8F%9B%E7%9C%9F%E7%90%86%E7%9A%84%E4%BA%BA%E4%BB%AC	背叛真理的人们	en,fr,zh
https://fr.wikipedia.org/wiki/Abrus	Abrus	ar,en,es,fi,fr,it,sv,zh
https://sv.wikipedia.org/wiki/Fomitiporia	Fomitiporia	en,fi,sv,zh
https://fr.wikipedia.org/wiki/Oxford_University_Association_Football_Club	Oxford University Association Football Club	en,es,fi,fr,it,sv
https://zh.wikipedia.org/wiki/%E7%A7%8B%E5%A4%95_(%E6%9C%9D%E9%AE%AE%E5%8D%8A%E5%B3%B6)	秋夕 (朝鮮半島)	en,es,fr,it,sv,zh
https://zh.wikipedia.org/wiki/%E9%85%92%E7%94%B0%E5%B8%82	酒田市	ar,en,es,fi,fr,it,sv,zh
https://zh.wikipedia.org/wiki/%E9%A9%AC%E5%B0%94%E7%BB%B4%E5%B0%94	马尔维尔	en,es,fr,it,sv,zh
https://fr.wikipedia.org/wiki/Health_(groupe)	Health (groupe)	en,es,fi,fr,it,sv
https://en.wikipedia.org/wiki/HSC_Cs%C3%ADkszereda	HSC Csíkszereda	en,fi,fr,sv
https://sv.wikipedia.org/wiki/Lil_Dagover	Lil Dagover	ar,en,es,fi,fr,it,sv
https://fr.wikipedia.org/wiki/Mar%C3%ADa_Grever	María Grever	ar,en,es,fr,it,sv,zh
https://fr.wikipedia.org/wiki/Cap-Vert_aux_Jeux_olympiques	Cap-Vert aux Jeux olympiques	ar,en,es,fi,fr,it,sv,zh
