Primary Wikipedia URL	title	langs	Link in English	Link in Finnish	Link in German	Link in Swedish	Link in Chinese	Link in French	Link in Spanish	Link in Arabic	Link in Hindi	Link in Italian	Link in Basque	Link in Catalan	Link in Czech
https://zh.wikipedia.org/wiki/%E5%88%B6%E8%A3%81%E8%80%85_(%E9%9B%BB%E8%A6%96%E5%8A%87)	制裁者 (電視劇)	ar,cs,de,en,es,fi,fr,it,sv,zh	https://en.wikipedia.org/wiki/The_Punisher_(TV_series)	https://fi.wikipedia.org/wiki/The_Punisher_(televisiosarja)	https://de.wikipedia.org/wiki/Marvel%E2%80%99s_The_Punisher	https://sv.wikipedia.org/wiki/The_Punisher_(TV-serie)	https://zh.wikipedia.org/wiki/%E5%88%B6%E8%A3%81%E8%80%85_(%E9%9B%BB%E8%A6%96%E5%8A%87)	https://fr.wikipedia.org/wiki/The_Punisher_(s%C3%A9rie_t%C3%A9l%C3%A9vis%C3%A9e)	https://es.wikipedia.org/wiki/The_Punisher_(serie_de_televisi%C3%B3n)	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D8%B9%D8%A7%D9%82%D8%A8_(%D9%85%D8%B3%D9%84%D8%B3%D9%84)	X	https://it.wikipedia.org/wiki/The_Punisher_(serie_televisiva)	X	X	https://cs.wikipedia.org/wiki/The_Punisher_(seri%C3%A1l)
https://sv.wikipedia.org/wiki/Edu_Manga	Edu Manga	ar,ca,cs,de,en,es,eu,fi,fr,it,sv,zh	https://en.wikipedia.org/wiki/Edu_Manga	https://fi.wikipedia.org/wiki/Edu_Manga	https://de.wikipedia.org/wiki/Eduardo_Ant%C3%B4nio_dos_Santos	https://sv.wikipedia.org/wiki/Edu_Manga	https://zh.wikipedia.org/wiki/%E5%9F%83%E6%9D%9C%C2%B7%E6%9B%BC%E5%8A%A0	https://fr.wikipedia.org/wiki/Edu_Manga	https://es.wikipedia.org/wiki/Ed%C3%BA_Manga	https://ar.wikipedia.org/wiki/%D8%A5%D8%AF%D9%8A%D9%88_%D9%85%D8%A7%D9%86%D8%BA%D8%A7	X	https://it.wikipedia.org/wiki/Edu_Manga	https://eu.wikipedia.org/wiki/Edu_Manga	https://ca.wikipedia.org/wiki/Eduardo_Antonio_Dos_Santos	https://cs.wikipedia.org/wiki/Edu_Manga
https://sv.wikipedia.org/wiki/Toru%C5%84	Toruń	ar,ca,cs,de,en,es,eu,fi,fr,it,sv,zh	https://en.wikipedia.org/wiki/Toru%C5%84	https://fi.wikipedia.org/wiki/Toru%C5%84	https://de.wikipedia.org/wiki/Toru%C5%84	https://sv.wikipedia.org/wiki/Toru%C5%84	https://zh.wikipedia.org/wiki/%E6%89%98%E4%BC%A6	https://fr.wikipedia.org/wiki/Toru%C5%84	https://es.wikipedia.org/wiki/Tor%C3%BAn	https://ar.wikipedia.org/wiki/%D8%AA%D9%88%D8%B1%D9%88%D9%86	X	https://it.wikipedia.org/wiki/Toru%C5%84	https://eu.wikipedia.org/wiki/Toru%C5%84	https://ca.wikipedia.org/wiki/Toru%C5%84	https://cs.wikipedia.org/wiki/Toru%C5%88
https://en.wikipedia.org/wiki/Gregory_III_Laham	Gregory III Laham	ar,cs,de,en,es,fr,it,sv,zh	https://en.wikipedia.org/wiki/Gregory_III_Laham	X	https://de.wikipedia.org/wiki/Gregor_III._Laham	https://sv.wikipedia.org/wiki/Gregorius_III_Laham	https://zh.wikipedia.org/wiki/%E9%A1%8D%E6%88%91%E7%95%A5%E4%B8%89%E4%B8%96%C2%B7%E6%8B%89%E7%BD%95	https://fr.wikipedia.org/wiki/Gr%C3%A9goire_III_Laham	https://es.wikipedia.org/wiki/Gregorio_III_Laham	https://ar.wikipedia.org/wiki/%D8%BA%D8%B1%D9%8A%D8%BA%D9%88%D8%B1%D9%8A%D9%88%D8%B3_%D8%A7%D9%84%D8%AB%D8%A7%D9%84%D8%AB_%D9%84%D8%AD%D8%A7%D9%85	X	https://it.wikipedia.org/wiki/Gregorio_III_Laham	X	X	https://cs.wikipedia.org/wiki/%C5%98eho%C5%99_III._Laham
https://fr.wikipedia.org/wiki/Jef_Raskin	Jef Raskin	ar,cs,de,en,es,fi,fr,it,sv,zh	https://en.wikipedia.org/wiki/Jef_Raskin	https://fi.wikipedia.org/wiki/Jef_Raskin	https://de.wikipedia.org/wiki/Jef_Raskin	https://sv.wikipedia.org/wiki/Jef_Raskin	https://zh.wikipedia.org/wiki/%E5%82%91%E5%A4%AB%C2%B7%E6%8B%89%E6%96%AF%E9%87%91	https://fr.wikipedia.org/wiki/Jef_Raskin	https://es.wikipedia.org/wiki/Jef_Raskin	https://ar.wikipedia.org/wiki/%D8%AC%D9%81_%D8%B1%D8%A7%D8%B3%D9%83%D9%8A%D9%86	X	https://it.wikipedia.org/wiki/Jef_Raskin	X	X	https://cs.wikipedia.org/wiki/Jef_Raskin
https://sv.wikipedia.org/wiki/Ludhiana	Ludhiana	ar,ca,cs,de,en,es,eu,fi,fr,hi,it,sv,zh	https://en.wikipedia.org/wiki/Ludhiana	https://fi.wikipedia.org/wiki/Ludhiana	https://de.wikipedia.org/wiki/Ludhiana	https://sv.wikipedia.org/wiki/Ludhiana	https://zh.wikipedia.org/wiki/%E5%8D%A2%E8%BF%AA%E4%BA%9A%E7%BA%B3	https://fr.wikipedia.org/wiki/Ludhiana	https://es.wikipedia.org/wiki/Ludhi%C4%81na	https://ar.wikipedia.org/wiki/%D9%84%D9%88%D8%AF%D9%8A%D8%A7%D9%86%D8%A7	https://hi.wikipedia.org/wiki/%E0%A4%B2%E0%A5%81%E0%A4%A7%E0%A4%BF%E0%A4%AF%E0%A4%BE%E0%A4%A8%E0%A4%BE	https://it.wikipedia.org/wiki/Ludhiana	https://eu.wikipedia.org/wiki/Ludhiana	https://ca.wikipedia.org/wiki/Ludhiana	https://cs.wikipedia.org/wiki/Ludhij%C3%A1na
https://en.wikipedia.org/wiki/Kremlin_(fortification)	Kremlin (fortification)	ar,ca,cs,de,en,es,fi,fr,hi,it,sv,zh	https://en.wikipedia.org/wiki/Kremlin_(fortification)	https://fi.wikipedia.org/wiki/Kreml	https://de.wikipedia.org/wiki/Kreml_(Stadtkern)	https://sv.wikipedia.org/wiki/Kreml	https://zh.wikipedia.org/wiki/%E5%85%8B%E9%87%8C%E5%A7%86%E6%9E%97	https://fr.wikipedia.org/wiki/Kremlin	https://es.wikipedia.org/wiki/Kremlin	https://ar.wikipedia.org/wiki/%D9%83%D8%B1%D9%85%D9%84%D9%8A%D9%86_(%D8%AD%D8%B5%D9%86)	https://hi.wikipedia.org/wiki/%E0%A4%95%E0%A5%8D%E0%A4%B0%E0%A5%87%E0%A4%AE%E0%A4%B2%E0%A4%BF%E0%A4%A8	https://it.wikipedia.org/wiki/Cremlino_(fortezza)	X	https://ca.wikipedia.org/wiki/Kremlin	https://cs.wikipedia.org/wiki/Kreml
https://en.wikipedia.org/wiki/Bruce_Sterling	Bruce Sterling	ar,ca,cs,de,en,es,fi,fr,hi,it,sv,zh	https://en.wikipedia.org/wiki/Bruce_Sterling	https://fi.wikipedia.org/wiki/Bruce_Sterling	https://de.wikipedia.org/wiki/Bruce_Sterling	https://sv.wikipedia.org/wiki/Bruce_Sterling	https://zh.wikipedia.org/wiki/%E5%B8%83%E9%B2%81%E6%96%AF%C2%B7%E6%96%AF%E7%89%B9%E6%9E%97	https://fr.wikipedia.org/wiki/Bruce_Sterling	https://es.wikipedia.org/wiki/Bruce_Sterling	https://ar.wikipedia.org/wiki/%D8%A8%D8%B1%D9%88%D8%B3_%D8%B3%D8%AA%D8%B1%D9%84%D9%8A%D9%86%D8%BA	https://hi.wikipedia.org/wiki/%E0%A4%AC%E0%A5%8D%E0%A4%B0%E0%A5%82%E0%A4%B8_%E0%A4%B8%E0%A5%8D%E0%A4%9F%E0%A4%B0%E0%A5%8D%E0%A4%B2%E0%A4%BF%E0%A4%82%E0%A4%97	https://it.wikipedia.org/wiki/Bruce_Sterling	X	https://ca.wikipedia.org/wiki/Bruce_Sterling	https://cs.wikipedia.org/wiki/Bruce_Sterling
https://fr.wikipedia.org/wiki/Johnny_Cash	Johnny Cash	ar,ca,cs,de,en,es,eu,fi,fr,hi,it,sv,zh	https://en.wikipedia.org/wiki/Johnny_Cash	https://fi.wikipedia.org/wiki/Johnny_Cash	https://de.wikipedia.org/wiki/Johnny_Cash	https://sv.wikipedia.org/wiki/Johnny_Cash	https://zh.wikipedia.org/wiki/%E7%B4%84%E7%BF%B0%E5%B0%BC%C2%B7%E5%8D%A1%E4%BB%80	https://fr.wikipedia.org/wiki/Johnny_Cash	https://es.wikipedia.org/wiki/Johnny_Cash	https://ar.wikipedia.org/wiki/%D8%AC%D9%88%D9%86%D9%8A_%D9%83%D8%A7%D8%B4	https://hi.wikipedia.org/wiki/%E0%A4%9C%E0%A5%89%E0%A4%A8%E0%A5%80_%E0%A4%95%E0%A5%88%E0%A4%B6	https://it.wikipedia.org/wiki/Johnny_Cash	https://eu.wikipedia.org/wiki/Johnny_Cash	https://ca.wikipedia.org/wiki/Johnny_Cash	https://cs.wikipedia.org/wiki/Johnny_Cash
https://en.wikipedia.org/wiki/FC_Zhenis	FC Zhenis	ca,cs,de,en,es,eu,fi,fr,it,zh	https://en.wikipedia.org/wiki/FC_Zhenis	https://fi.wikipedia.org/wiki/FK_Astana-1964	https://de.wikipedia.org/wiki/FK_Astana-1964	X	https://zh.wikipedia.org/wiki/%E6%95%A3%E5%B0%BC%E6%96%AF%E8%B6%B3%E7%90%83%E6%9C%83	https://fr.wikipedia.org/wiki/FK_Jenis	https://es.wikipedia.org/wiki/FC_Zhenis	X	X	https://it.wikipedia.org/wiki/Je%C5%84is_F%C3%BDtbol_Kl%C3%BDby	https://eu.wikipedia.org/wiki/FC_Astana-1964	https://ca.wikipedia.org/wiki/FK_Zhenis_Astana	https://cs.wikipedia.org/wiki/FC_Astana-1964
https://en.wikipedia.org/wiki/H%C3%BCffelsheim	Hüffelsheim	ar,de,en,es,eu,fr,it,sv,zh	https://en.wikipedia.org/wiki/H%C3%BCffelsheim	X	https://de.wikipedia.org/wiki/H%C3%BCffelsheim	https://sv.wikipedia.org/wiki/H%C3%BCffelsheim	https://zh.wikipedia.org/wiki/%E8%AE%B8%E5%BC%97%E5%B0%94%E6%96%AF%E6%B5%B7%E5%A7%86	https://fr.wikipedia.org/wiki/H%C3%BCffelsheim	https://es.wikipedia.org/wiki/H%C3%BCffelsheim	https://ar.wikipedia.org/wiki/%D9%87%D9%88%D9%81%D9%84%D8%B3%D9%87%D8%A7%D9%8A%D9%85	X	https://it.wikipedia.org/wiki/H%C3%BCffelsheim	https://eu.wikipedia.org/wiki/H%C3%BCffelsheim	X	X
https://en.wikipedia.org/wiki/Chris_Claremont	Chris Claremont	ar,ca,cs,de,en,es,fi,fr,it,sv	https://en.wikipedia.org/wiki/Chris_Claremont	https://fi.wikipedia.org/wiki/Chris_Claremont	https://de.wikipedia.org/wiki/Chris_Claremont	https://sv.wikipedia.org/wiki/Chris_Claremont	X	https://fr.wikipedia.org/wiki/Chris_Claremont	https://es.wikipedia.org/wiki/Chris_Claremont	https://ar.wikipedia.org/wiki/%D9%83%D8%B1%D9%8A%D8%B3_%D9%83%D9%84%D9%8A%D8%B1%D9%85%D9%88%D9%86%D8%AA	X	https://it.wikipedia.org/wiki/Chris_Claremont	X	https://ca.wikipedia.org/wiki/Chris_Claremont	https://cs.wikipedia.org/wiki/Chris_Claremont
https://en.wikipedia.org/wiki/Swedish_Navy	Swedish Navy	ar,cs,de,en,es,fi,fr,it,sv,zh	https://en.wikipedia.org/wiki/Swedish_Navy	https://fi.wikipedia.org/wiki/Ruotsin_merivoimat	https://de.wikipedia.org/wiki/Schwedische_Marine	https://sv.wikipedia.org/wiki/Svenska_marinen	https://zh.wikipedia.org/wiki/%E7%91%9E%E5%85%B8%E6%B5%B7%E8%BB%8D	https://fr.wikipedia.org/wiki/Marine_royale_su%C3%A9doise	https://es.wikipedia.org/wiki/Armada_de_Suecia	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%82%D9%88%D8%A7%D8%AA_%D8%A7%D9%84%D8%A8%D8%AD%D8%B1%D9%8A%D8%A9_%D8%A7%D9%84%D8%B3%D9%88%D9%8A%D8%AF%D9%8A%D8%A9	X	https://it.wikipedia.org/wiki/Svenska_marinen	X	X	https://cs.wikipedia.org/wiki/%C5%A0v%C3%A9dsk%C3%A9_n%C3%A1mo%C5%99nictvo
https://sv.wikipedia.org/wiki/Captain_Morgan	Captain Morgan	cs,de,en,es,fi,fr,it,sv	https://en.wikipedia.org/wiki/Captain_Morgan	https://fi.wikipedia.org/wiki/Captain_Morgan	https://de.wikipedia.org/wiki/Captain_Morgan	https://sv.wikipedia.org/wiki/Captain_Morgan	X	https://fr.wikipedia.org/wiki/Captain_Morgan	https://es.wikipedia.org/wiki/Captain_Morgan	X	X	https://it.wikipedia.org/wiki/Captain_Morgan	X	X	https://cs.wikipedia.org/wiki/Captain_Morgan
https://fr.wikipedia.org/wiki/Championnats_du_monde_de_biathlon_1991	Championnats du monde de biathlon 1991	de,en,es,fi,fr,it,sv	https://en.wikipedia.org/wiki/Biathlon_World_Championships_1991	https://fi.wikipedia.org/wiki/Ampumahiihdon_maailmanmestaruuskilpailut_1991	https://de.wikipedia.org/wiki/Biathlon-Weltmeisterschaften_1991	https://sv.wikipedia.org/wiki/V%C3%A4rldsm%C3%A4sterskapen_i_skidskytte_1991	X	https://fr.wikipedia.org/wiki/Championnats_du_monde_de_biathlon_1991	https://es.wikipedia.org/wiki/Campeonato_Mundial_de_Biatl%C3%B3n_de_1991	X	X	https://it.wikipedia.org/wiki/Campionati_mondiali_di_biathlon_1991	X	X	X
https://sv.wikipedia.org/wiki/A_Portuguesa	A Portuguesa	ar,ca,cs,de,en,es,eu,fi,fr,it,sv,zh	https://en.wikipedia.org/wiki/A_Portuguesa	https://fi.wikipedia.org/wiki/A_Portuguesa	https://de.wikipedia.org/wiki/A_Portuguesa	https://sv.wikipedia.org/wiki/A_Portuguesa	https://zh.wikipedia.org/wiki/%E8%91%A1%E8%90%84%E7%89%99%E4%BA%BA_(%E5%9C%8B%E6%AD%8C)	https://fr.wikipedia.org/wiki/A_Portuguesa	https://es.wikipedia.org/wiki/A_Portuguesa	https://ar.wikipedia.org/wiki/%D9%86%D8%B4%D9%8A%D8%AF_%D8%A7%D9%84%D8%A8%D8%B1%D8%AA%D8%BA%D8%A7%D9%84_%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A	X	https://it.wikipedia.org/wiki/A_Portuguesa	https://eu.wikipedia.org/wiki/A_Portuguesa	https://ca.wikipedia.org/wiki/A_Portuguesa	https://cs.wikipedia.org/wiki/Portugalsk%C3%A1_hymna
https://zh.wikipedia.org/wiki/%E7%93%A6%E7%88%BE%E9%87%8C%E7%A7%91_(%E4%BD%9B%E7%BE%85%E9%87%8C%E9%81%94%E5%B7%9E)	瓦爾里科 (佛羅里達州)	ar,ca,de,en,es,eu,fr,it,sv,zh	https://en.wikipedia.org/wiki/Valrico,_Florida	X	https://de.wikipedia.org/wiki/Valrico	https://sv.wikipedia.org/wiki/Valrico	https://zh.wikipedia.org/wiki/%E7%93%A6%E7%88%BE%E9%87%8C%E7%A7%91_(%E4%BD%9B%E7%BE%85%E9%87%8C%E9%81%94%E5%B7%9E)	https://fr.wikipedia.org/wiki/Valrico	https://es.wikipedia.org/wiki/Valrico_(Florida)	https://ar.wikipedia.org/wiki/%D9%81%D8%A7%D9%84%D8%B1%D9%8A%D9%83%D9%88	X	https://it.wikipedia.org/wiki/Valrico	https://eu.wikipedia.org/wiki/Valrico_(Florida)	https://ca.wikipedia.org/wiki/Valrico	X
https://zh.wikipedia.org/wiki/%E5%8A%9B	力	ar,ca,cs,de,en,es,eu,fi,fr,hi,it,sv,zh	https://en.wikipedia.org/wiki/Force	https://fi.wikipedia.org/wiki/Voima_(fysiikka)	https://de.wikipedia.org/wiki/Kraft	https://sv.wikipedia.org/wiki/Kraft	https://zh.wikipedia.org/wiki/%E5%8A%9B	https://fr.wikipedia.org/wiki/Force_(physique)	https://es.wikipedia.org/wiki/Fuerza	https://ar.wikipedia.org/wiki/%D9%82%D9%88%D8%A9	https://hi.wikipedia.org/wiki/%E0%A4%AC%E0%A4%B2_(%E0%A4%AD%E0%A5%8C%E0%A4%A4%E0%A4%BF%E0%A4%95%E0%A5%80)	https://it.wikipedia.org/wiki/Forza	https://eu.wikipedia.org/wiki/Indar	https://ca.wikipedia.org/wiki/For%C3%A7a	https://cs.wikipedia.org/wiki/S%C3%ADla
