	localized_url	lang	question	model_id	output_text	config_info	id	has_fluency_mistakes	has_factual_mistakes
10	https://ca.wikipedia.org/wiki/%C3%89tiolles	CA	Quants habitants tenia Étiolles l'any 2007?	meta-llama/Meta-Llama-3-8B-Instruct	Segons el cens francès de 2007, la població d'Étiolles era de 2.441 habitants.	k75_p0.95_t0.1	102	n	y
11	https://ca.wikipedia.org/wiki/Karb%C3%B3vanets	CA	Quin es l'origen del nom karbóvanets, la unitat monetària ucraïnesa?	occiglot/occiglot-7b-es-en-instruct	"El nom ""karbóvanets"" prové de la paraula ucraïnesa ""karbóvana"", que significa ""carbó"". Això es deu a que aquesta unitat monetària va ser introduïda durant la guerra civil ucraïnesa de 1917-1921, quan el govern bolxevic va decretat que el valor de les monedes hagués de ser determinat per la quantitat de carbó que podia comprar. Així, el ""karbóvanets"" es va convertir en la unitat monetària oficial de la República Popular Ucraïnesa durant aquest període.<|im_end|> 
"	k75_p0.95_t0.1	311	m	y
12	https://ca.wikipedia.org/wiki/Carlo_Gozzi	CA	De qui era fill el comte Carlo Gozzi?	mistralai/Mistral-7B-Instruct-v0.3	El comte Carlo Gozzi era fill del comte Vincenzo Gozzi i de la comtessa Maria Teresa Bussani.	k75_p0.95_t0.1	475	n	y
13	https://ca.wikipedia.org/wiki/Sweet_Home_Alabama_(pel%C2%B7l%C3%ADcula)	CA	Quins actors van protagonitzar la pel·lícula estatunidenca Sweet Home Alabama?	occiglot/occiglot-7b-es-en-instruct	"La pel·lícula Sweet Home Alabama va ser protagonitzada per Reese Witherspoon i Patrick Dempsey.<|im_end|> 
"	k75_p0.95_t0.1	414	n	n
14	https://ca.wikipedia.org/wiki/Arcada	CA	Què és una arcada entrellaçada?	meta-llama/Meta-Llama-3-8B-Instruct	Una arcada entrellaçada és un tipus d'arc que té dos o més arcs superposats, generalment de forma que els seus extrems es troben en els mateixos punts, formant un conjunt de línia curva i contínua.	k75_p0.95_t0.1	208	n	y
15	https://ca.wikipedia.org/wiki/Karb%C3%B3vanets	CA	Quin es l'origen del nom karbóvanets, la unitat monetària ucraïnesa?	occiglot/occiglot-7b-es-en-instruct	"El nom ""karbóvanets"" prové de la paraula ""carbó"", que significa ""carbó vegetal"" en ucraïnià. Aquesta paraula es va utilitzar per descriure la unitat monetària ucraïnesa des de la seva introducció el 1996 fins al 2016, quan va ser reemplaçada pel grivna. El nom ""karbóvanets"" va ser escollit perquè el carbó vegetal és un producte bàsic a l'economia ucraïnesa i també perquè la paraula ""carbó"" és similar a la paraula ""carbó"", que significa ""diners"" en anglès.<|im_end|> 
"	k75_p0.95_t0.1	311	n	y
16	https://ca.wikipedia.org/wiki/Kyle_Korver	CA	Quin esport practica Kyle Korver?	meta-llama/Meta-Llama-3-8B-Instruct	Kyle Korver és un jugador de bàsquet professional.	k75_p0.95_t0.1	215	n	n
17	https://ca.wikipedia.org/wiki/Retr%C3%B2nim	CA	Què és un retrònim?	meta-llama/Meta-Llama-3-8B-Instruct	Un retrònim és un terme que es refereix a un període anterior al seu propi temps, és a dir, un terme que es refereix a un temps anterior al moment en què es fa servir.	k75_p0.95_t0.1	128	n	y
18	https://ca.wikipedia.org/wiki/The_Thin_Red_Line	CA	Quin paper fa John Travolta a la pel·lícula de guerra estatunidenca The Thin Red Line?	meta-llama/Meta-Llama-3-8B-Instruct	John Travolta no apareix en la pel·lícula de guerra estatunidenca The Thin Red Line (1998). La pel·lícula està protagonitzada per Sean Penn, Adrien Brody, George Clooney, John Cusack, Woody Harrelson, John Malkovich, Jared Leto, Jim Caviezel, Elias Koteas, Ben Chaplin, Dash Mihok, John Savage, Tim Olyphant, Nick Stahl, and Norbert Weisser.	k75_p0.95_t0.1	383	n	y
19	https://ca.wikipedia.org/wiki/Clifford_Shull	CA	Qui va ser guardonat amb el Premi Nobel de Física l'any 1994?	mistralai/Mistral-7B-Instruct-v0.3	L'any 1994, el Premi Nobel de Física va ser guardonat per les seves investigacions sobre la superconductivitat a dos estatunidencs: John Robert Schrieffer, Daniel Carl Krohn i Walter Kohn.	k75_p0.95_t0.1	347	n	y
20	https://ca.wikipedia.org/wiki/Alo%C3%AFdes	CA	Com s'anomenen els gegants bessons aloïdes?	mistralai/Mistral-7B-Instruct-v0.3	Els gegants bessons aloïdes es diuen Castor i Pollux en català.	k75_p0.95_t0.1	127	n	y
21	https://ca.wikipedia.org/wiki/Guillaume_Bud%C3%A9	CA	Amb quin nom llatí es coneixia Giullaume Budé?	mistralai/Mistral-7B-Instruct-v0.3	Guillaume Budé es coneixia amb el nom llatí de Guilelmus Budaeus.	k75_p0.95_t0.1	496	n	y
22	https://ca.wikipedia.org/wiki/Victoire_Tomegah_Dogb%C3%A9	CA	Com s'anomena la primera ministra de Togo?	meta-llama/Meta-Llama-3-8B-Instruct	La primera ministra de Togo és Victoire Tomegah Dogbé.	k75_p0.95_t0.1	121	n	n
23	https://ca.wikipedia.org/wiki/Carlo_Gozzi	CA	De qui era fill el comte Carlo Gozzi?	occiglot/occiglot-7b-es-en-instruct	"El comte Carlo Gozzi era fill del també comte Francesco Maria Gozzi.<|im_end|> 
"	k75_p0.95_t0.1	475	n	y
24	https://ca.wikipedia.org/wiki/L%C3%ADnia_8_del_metro_de_Par%C3%ADs	CA	Quines estacions connecta la línia 8 del metro de París?	occiglot/occiglot-7b-es-en-instruct	La línia 8 del metro de París connecta les següents estacions: Porte de Clignancourt, Porte de la Chapelle, Porte de la Villette, Porte des Lilas, Porte de Bagnolet, Porte des Nations, Porte de Choisy, Porte d'Ivry, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Porte de Choisy, Port	k75_p0.95_t0.1	192	y	y
25	https://ca.wikipedia.org/wiki/Alo%C3%AFdes	CA	Com s'anomenen els gegants bessons aloïdes?	meta-llama/Meta-Llama-3-8B-Instruct	Els gegants bessons aloïdes es coneixen com a Castor i Pollux.	k75_p0.95_t0.1	127	n	y
26	https://ca.wikipedia.org/wiki/Oval	CA	Quins trets tenen en comú totes les corves que són anomenades ovals?	mistralai/Mistral-7B-Instruct-v0.3	Les corves anomenades ovals tenen en comú que tenen una forma ovalada, amb un eix major i un eix menor, i que no són pas rectangulars ni circulars.	k75_p0.95_t0.1	185	n	y
27	https://ca.wikipedia.org/wiki/Iuri_Gazinski	CA	Quin esport practica Iuri Gazinski?	meta-llama/Meta-Llama-3-8B-Instruct	El futbolista rus Iuri Gazinski practica el futbol.	k75_p0.95_t0.1	482	n	n
28	https://ca.wikipedia.org/wiki/Rosario_(Argentina)	CA	Quina és l'activitat principal de Rosario, Argentina?	occiglot/occiglot-7b-es-en-instruct	"Rosario és una ciutat important a l'Argentina, i la seva activitat principal és la indústria. Rosario és coneguda per la seva indústria agroalimentària, i és un important centre de producció de productes com el blat, el sorgo, el girasol, la soja i el blat de sou. A més, Rosario és també un centre de producció de productes còrnic i llet, i és un important port per al comerç de béns.<|im_end|> 
"	k75_p0.95_t0.1	409	y	y
29	https://ca.wikipedia.org/wiki/Sweet_Home_Alabama_(pel%C2%B7l%C3%ADcula)	CA	Quins actors van protagonitzar la pel·lícula estatunidenca Sweet Home Alabama?	occiglot/occiglot-7b-es-en-instruct	"La pel·lícula estatunidenca Sweet Home Alabama va ser protagonitzada per Reese Witherspoon i Josh Lucas.<|im_end|> 
"	k75_p0.95_t0.1	414	n	n
30	https://ca.wikipedia.org/wiki/Pentatl%C3%B3_modern	CA	El pentatló modern consisteix en cinc disciplines combinades, quines?	occiglot/occiglot-7b-es-en-instruct	"El pentatló modern és una disciplina combinada que consisteix en cinc disciplines: esgrima, natació, salt d'equitació, carrera i tir amb fusil.<|im_end|> 
"	k75_p0.95_t0.1	340	n	y
31	https://ca.wikipedia.org/wiki/Foudia	CA	Quantes espècies formen el gènere d'ocells Fudis (Foudia)?	occiglot/occiglot-7b-es-en-instruct	"El gènere d'ocells Fudis (Foudia) inclou quatre espècies:
"	k75_p0.95_t0.1	177	n	y
32	https://ca.wikipedia.org/wiki/Magnar_Solberg	CA	En quines dues proves olímpiques va participar el biatleta Magnar Solberg?	mistralai/Mistral-7B-Instruct-v0.3	Magnar Solberg va participar en les proves d'esquí de fons i biatló als Jocs Olímpics d'Hivern de 1984 a Sarajevo.	k75_p0.95_t0.1	214	n	y
33	https://ca.wikipedia.org/wiki/Pentatl%C3%B3_modern	CA	El pentatló modern consisteix en cinc disciplines combinades, quines?	occiglot/occiglot-7b-es-en-instruct	"El pentatló modern és una disciplina olímpica que consisteix en cinc disciplines combinades: esgrima, natació, salt d'equitació, carrera i tir amb fusil.<|im_end|> 
"	k75_p0.95_t0.1	340	n	y
34	https://ca.wikipedia.org/wiki/Karb%C3%B3vanets	CA	Quin es l'origen del nom karbóvanets, la unitat monetària ucraïnesa?	occiglot/occiglot-7b-es-en-instruct	"El nom ""karbóvanets"" prové del rus ""карбованчец"" (karbóvantseets), que significa ""moneda de carbó"". Aquesta unitat monetària es va utilitzar a Ucraïna durant la dècada de 1990, quan el país estava en transició cap a un sistema econòmic de mercat després de la caiguda de la Unió Soviètica. El nom es va escollir perquè els primers billets i monedes que es van emetre estaven impresos o acuïllats amb carbó, com a simbol de la transició cap a una economia més basada en la producció i el treball.<|im_end|> 
"	k75_p0.95_t0.1	311	n	y
35	https://ca.wikipedia.org/wiki/Yushu	CA	A quants metres sobre el nivell del mar es troba el municipi de Yushu?	mistralai/Mistral-7B-Instruct-v0.3	El municipi de Yushu es troba a 3,500 metres sobre el nivell del mar.	k75_p0.95_t0.1	227	n	y
36	https://ca.wikipedia.org/wiki/Pontif%C3%ADcia_Universitat_Gregoriana	CA	Qui va fundar la Pontifícia Universitat Gregoriana l'any 1551?	occiglot/occiglot-7b-es-en-instruct	"La Pontifícia Universitat Gregoriana va ser fundada l'any 1551 per el papa Gregori XIII.<|im_end|> 
"	k75_p0.95_t0.1	464	n	y
37	https://ca.wikipedia.org/wiki/Creuer_Emden	CA	On va ser construiït el creuer Emden?	mistralai/Mistral-7B-Instruct-v0.3	El creuer Emden va ser construït alemanya, a la ciutat de Wilhelmshaven.	k75_p0.95_t0.1	317	m	y
38	https://ca.wikipedia.org/wiki/Pontif%C3%ADcia_Universitat_Gregoriana	CA	Qui va fundar la Pontifícia Universitat Gregoriana l'any 1551?	occiglot/occiglot-7b-es-en-instruct	"La Pontifícia Universitat Gregoriana va ser fundada l'any 1551 per el Papa Pau IV.<|im_end|> 
"	k75_p0.95_t0.1	464	n	y
39	https://ca.wikipedia.org/wiki/Karb%C3%B3vanets	CA	Quin es l'origen del nom karbóvanets, la unitat monetària ucraïnesa?	occiglot/occiglot-7b-es-en-instruct	"El nom ""karbóvanets"" prové del rus ""карбованет"" (karbóvannik), que significa ""treballador del carbó"". Aquesta unitat monetària va ser introduïda a Ucraïna el 1996 per reemplaçar el rubli soviètic. El nom ""karbóvanets"" reflecteix la importància de la indústria del carbó a Ucraïna, que és un dels principals països productors de carbó a Europa.<|im_end|> 
"	k75_p0.95_t0.1	311	n	y
40	https://ca.wikipedia.org/wiki/Fredrikstad_Fotballklubb	CA	Quan va ser fundat el club de futbol Fredrikstad Fotballklubb?	meta-llama/Meta-Llama-3-8B-Instruct	El Fredrikstad Fotballklubb va ser fundat el 7 de gener de 1903.	k75_p0.95_t0.1	233	n	y
41	https://ca.wikipedia.org/wiki/Rosario_(Argentina)	CA	Quina és l'activitat principal de Rosario, Argentina?	occiglot/occiglot-7b-es-en-instruct	"Rosario és una ciutat important a l'Argentina, i la seva activitat principal és la indústria. Rosario és coneguda per la seva indústria del paper, la qual és una de les més importants del país. També és un centre important per a la indústria alimentària, i és el lloc on es troba la companyia de begudes Coca-Cola més gran de l'Argentina. A més, Rosario és també un centre important per a la indústria del transport, i és el lloc on es troba l'empresa de transport de mercaderies Trenes Argentinos.<|im_end|> 
"	k75_p0.95_t0.1	409	n	y
42	https://ca.wikipedia.org/wiki/Clifford_Shull	CA	Qui va ser guardonat amb el Premi Nobel de Física l'any 1994?	meta-llama/Meta-Llama-3-8B-Instruct	El Premi Nobel de Física l'any 1994 fou atorgat a Bertram Brockhouse i Clifford Shull per les seves contribucions a la comprensió de la estructura de la matèria a través de la difracció de neutrons i electrons.	k75_p0.95_t0.1	347	n	n
43	https://ca.wikipedia.org/wiki/Partit_per_una_Vida_Lliure_al_Kurdistan	CA	Què volen dir les sigles PJAK de l'organització política kurda?	mistralai/Mistral-7B-Instruct-v0.3	Les sigles PJAK corresponen a Partia per la Unió Democràtica del Kurdistan, que és un partit polític kurde actiu a l'Iran.	k75_p0.95_t0.1	470	y	y
44	https://ca.wikipedia.org/wiki/Alo%C3%AFdes	CA	Com s'anomenen els gegants bessons aloïdes?	occiglot/occiglot-7b-es-en-instruct	"Els gegants bessons aloïdes es coneixen com a ""gigantes de l'Aloïs"". Aquesta denominació prové del nom del botànic alemany Alois von Brandis, que va descobrir aquestes plantes a principis del segle XIX.<|im_end|> 
"	k75_p0.95_t0.1	127	y	y
45	https://ca.wikipedia.org/wiki/Alfred_Pl%C3%A9	CA	En quins Jocs Olímpics va obtenir la medalla de bronze el remer francès Alfred Plé?	mistralai/Mistral-7B-Instruct-v0.3	Alfred Plé va obtenir la medalla de bronze al rem en els Jocs Olímpics de París 1900.	k75_p0.95_t0.1	156	m	y
46	https://ca.wikipedia.org/wiki/Alfred_Pl%C3%A9	CA	En quins Jocs Olímpics va obtenir la medalla de bronze el remer francès Alfred Plé?	meta-llama/Meta-Llama-3-8B-Instruct	Alfred Plé va obtenir la medalla de bronze en rem al Jocs Olímpics d'Estocolm de 1912.	k75_p0.95_t0.1	156	n	y
47	https://ca.wikipedia.org/wiki/Favara	CA	D'on prové el nom del poble Favara?	occiglot/occiglot-7b-es-en-instruct	"El nom de Favara prové de la paraula llatina ""favare"", que significa ""favoreixer"" o ""ajudar"".<|im_end|> 
"	k75_p0.95_t0.1	267	n	y
48	https://ca.wikipedia.org/wiki/Blau_Klein_internacional	CA	Quin es el codi RGB del blau Klein internacional (IKB)?	mistralai/Mistral-7B-Instruct-v0.3	El codi RGB del blau Klein internacional (IKB) és #007FFF.	k75_p0.95_t0.1	142	n	y
49	https://ca.wikipedia.org/wiki/(661)_Cl%C3%A8lia	CA	Qui va descobrir l'asteroide (661) Clèlia?	mistralai/Mistral-7B-Instruct-v0.3	L'asteroide (661) Clèlia va ser descobert per l'astrònom francès Auguste Charlois l'any 1908.	k75_p0.95_t0.1	237	n	y
50	https://ca.wikipedia.org/wiki/Pentatl%C3%B3_modern	CA	El pentatló modern consisteix en cinc disciplines combinades, quines?	meta-llama/Meta-Llama-3-8B-Instruct	El pentatló modern consisteix en les disciplines següents: esgrima, natació, tir amb arc, salt amb perxa i curses.	k75_p0.95_t0.1	340	n	y
51	https://ca.wikipedia.org/wiki/Boja_acad%C3%A8mia_de_policia	CA	"Com es va traduïr al català el títol de la pel·lícula nord-americana ""Police Academy""?"	mistralai/Mistral-7B-Instruct-v0.3	"La traducció al català del títol de la pel·lícula nord-americana ""Police Academy"" és ""Acadèmia de Policia""."	k75_p0.95_t0.1	308	n	y
52	https://ca.wikipedia.org/wiki/Vides_furtives	CA	"Com es va traduir el títol de la pel·lícula ""The Man Who Cried"" al català?"	mistralai/Mistral-7B-Instruct-v0.3	"La traducció del títol de la pel·lícula ""The Man Who Cried"" al català és ""L'home que plorava""."	k75_p0.95_t0.1	328	n	y
53	https://ca.wikipedia.org/wiki/Inferno_(novel%C2%B7la)	CA	Com es diu el protagonista de la novel·la Inferno escrita per Dan Brown?	meta-llama/Meta-Llama-3-8B-Instruct	El protagonista de la novel·la Inferno escrita per Dan Brown es Robert Langdon.	k75_p0.95_t0.1	252	n	n
54	https://ca.wikipedia.org/wiki/Blau_Klein_internacional	CA	Quin es el codi RGB del blau Klein internacional (IKB)?	occiglot/occiglot-7b-es-en-instruct	"El codi RGB del blau Klein internacional (IKB) és RGB(0, 0, 128).<|im_end|> 
"	k75_p0.95_t0.1	142	n	y
55	https://ca.wikipedia.org/wiki/Kyle_Korver	CA	Quin esport practica Kyle Korver?	occiglot/occiglot-7b-es-en-instruct	"Kyle Korver és un jugador professional d'esport i juga al bàsquet.<|im_end|> 
"	k75_p0.95_t0.1	215	n	n
56	https://ca.wikipedia.org/wiki/Victoire_Tomegah_Dogb%C3%A9	CA	Com s'anomena la primera ministra de Togo?	mistralai/Mistral-7B-Instruct-v0.3	La primera ministra de Togo es Victoire Tomegah Dogbé.	k75_p0.95_t0.1	121	m	n
57	https://ca.wikipedia.org/wiki/Kasp%C3%ADisk	CA	A la vora de quin mar es troba la ciutat russa Kaspíisk?	occiglot/occiglot-7b-es-en-instruct	"La ciutat russa de Kaspíisk es troba a la vora del mar Negre.<|im_end|> 
"	k75_p0.95_t0.1	109	n	y
58	https://ca.wikipedia.org/wiki/Faster,_Pussycat!_Kill!_Kill!	CA	Quin actor va fer de narrador en la pel·lícula Faster, Pussycat! Kill! Kill!?	occiglot/occiglot-7b-es-en-instruct	"La pel·lícula Faster, Pussycat! Kill! Kill! va ser dirigida per Russ Meyer i va ser interpretada per Tura Satana, Haji, Sue Bernard, Connie Mason i John Carradine. No hi ha cap actor que hagi fet de narrador en aquesta pel·lícula.<|im_end|> 
"	k75_p0.95_t0.1	131	n	y
59	https://ca.wikipedia.org/wiki/Collage	CA	Com s'anomena la tècnica oposada al collage que consisteix en construir una imatge arrencant o esquinçant parts de l'original?	occiglot/occiglot-7b-es-en-instruct	"Aquesta tècnica es coneix com a ""collage de recort"".<|im_end|> 
"	k75_p0.95_t0.1	241	y	y
60	https://ca.wikipedia.org/wiki/Kasp%C3%ADisk	CA	A la vora de quin mar es troba la ciutat russa Kaspíisk?	mistralai/Mistral-7B-Instruct-v0.3	La ciutat russa Kaspíisk es troba a la vora del Mar Càspic.	k75_p0.95_t0.1	109	m	n
61	https://ca.wikipedia.org/wiki/Somorgollaire_com%C3%BA	CA	De què s'alimenta principalment el Somorgollaire comú?	meta-llama/Meta-Llama-3-8B-Instruct	El Somorgollaire comú (Haemulon flavolineatum) s'alimenta principalment de crustacis, com ara gambes, crancs i llagosts, així com de peixets i poliquets.	k75_p0.95_t0.1	240	n	y
62	https://ca.wikipedia.org/wiki/%C3%92rbita_ocular	CA	Quants ossos formen les òrbites oculars dels humans i quins són?	mistralai/Mistral-7B-Instruct-v0.3	Els òssos que formen les òrbites oculars dels humans són el maxil·lar superior, el maxil·lar inferior, el nasal i el palatí superior. Aquestes ossos formen la fossa cranial orbitària, que protegeix i dona suport als ulls.	k75_p0.95_t0.1	217	n	y
63	https://ca.wikipedia.org/wiki/Erik_Gunnar_Asplund	CA	Qui va construir els pavellons de l'Exposició Internacional l'any 1930?	occiglot/occiglot-7b-es-en-instruct	"La Exposició Internacional de Barcelona de 1929 va ser un dels grans esdeveniments de la història de la ciutat. Va ser un projecte de gran envergadura que va requerir la col·laboració de molts arquitectes i enginyers per construir els pavellons i les instal·lacions necessàries.
"	k75_p0.95_t0.1	168	n	y
64	https://ca.wikipedia.org/wiki/Alberto_Fouilloux	CA	A quines Copes del Món va participar el futbolista xilè Alberto Fouilloux?	mistralai/Mistral-7B-Instruct-v0.3	Alberto Fouilloux va participar en tres Copes del Món: el 1962 a Xile, el 1966 a Anglaterra i el 1974 a Alemanya Occidental.	k75_p0.95_t0.1	248	n	y
65	https://ca.wikipedia.org/wiki/Batalla_de_Long_Island	CA	Quan va succeir la Batalla de Long Island?	mistralai/Mistral-7B-Instruct-v0.3	La Batalla de Long Island va tenir lloc el 27 d'agost de 1776.	k75_p0.95_t0.1	166	n	n
66	https://ca.wikipedia.org/wiki/Formentera	CA	Com s'anomena l'estret pas d'aigua que separa les illes de Formentera i Eivissa?	mistralai/Mistral-7B-Instruct-v0.3	L'estret que separa les illes de Formentera i Eivissa es diu Estret de Colombret.	k75_p0.95_t0.1	191	n	y
67	https://ca.wikipedia.org/wiki/Vides_furtives	CA	"Com es va traduir el títol de la pel·lícula ""The Man Who Cried"" al català?"	mistralai/Mistral-7B-Instruct-v0.3	"La traducció del títol de la pel·lícula ""The Man Who Cried"" al català és ""L'home que plorava""."	k75_p0.95_t0.1	328	n	y
68	https://ca.wikipedia.org/wiki/Fredrikstad_Fotballklubb	CA	Quan va ser fundat el club de futbol Fredrikstad Fotballklubb?	meta-llama/Meta-Llama-3-8B-Instruct	El Fredrikstad Fotballklubb va ser fundat el 7 d'abril de 1903.	k75_p0.95_t0.1	233	n	n
69	https://ca.wikipedia.org/wiki/%C3%92rbita_ocular	CA	Quants ossos formen les òrbites oculars dels humans i quins són?	occiglot/occiglot-7b-es-en-instruct	"Les òrbites oculars dels humans estan formades per 14 ossos. Aquests són:
"	k75_p0.95_t0.1	217	n	y
70	https://ca.wikipedia.org/wiki/Gergely_Kulcs%C3%A1r	CA	Quina és la especialitat de l'atleta Gergely Kulcsár?	mistralai/Mistral-7B-Instruct-v0.3	Gergely Kulcsár és un atleta especialitzat en salt de llargada.	k75_p0.95_t0.1	120	n	y
71	https://ca.wikipedia.org/wiki/Uda_(emperador)	CA	Com s'anomena el 59è emperador del Japó?	occiglot/occiglot-7b-es-en-instruct	"El 59è emperador del Japó es el Emperador Go-Murakami.<|im_end|> 
"	k75_p0.95_t0.1	257	m	y
72	https://ca.wikipedia.org/wiki/Jomsvikings	CA	De quina religió eren la companya de mercenaris Jomsvikings? 	occiglot/occiglot-7b-es-en-instruct	"Els Jomsvikings eren una tribu vikinga de la regió de Jutlàndia, a Dinamarca. No es coneixen gairebé res sobre la seva religió, però es creu que eren cristians, ja que la majoria de les tribus vikingues eren cristianes.<|im_end|> 
"	k75_p0.95_t0.1	243	n	y
73	https://ca.wikipedia.org/wiki/Kasp%C3%ADisk	CA	A la vora de quin mar es troba la ciutat russa Kaspíisk?	occiglot/occiglot-7b-es-en-instruct	"A la vora del mar de Azov.<|im_end|> 
"	k75_p0.95_t0.1	109	m	y
74	https://ca.wikipedia.org/wiki/Kyle_Korver	CA	Quin esport practica Kyle Korver?	meta-llama/Meta-Llama-3-8B-Instruct	Kyle Korver és un jugador de bàsquet professional.	k75_p0.95_t0.1	215	n	n
75	https://ca.wikipedia.org/wiki/The_Fens	CA	Els Fens és una regió natural d'aiguamolls a Anglaterra, què és un fen?	mistralai/Mistral-7B-Instruct-v0.3	Un fen és un tipus d'aiguamoll que es caracteritza per tenir una superfície plana i una capa de sòl poc permeable, que impedeix la drenatge de l'aigua. Els fens es formen en zones de terreny baix i humit, on l'aigua es recull i es manté durant llargues períodes. Aquestes zones són rics en biodiversitat i proporcionen un hàbitat important per a moltes espècies d'aus i altres animals.	k75_p0.95_t0.1	101	m	y
76	https://ca.wikipedia.org/wiki/%C3%92rbita_ocular	CA	Quants ossos formen les òrbites oculars dels humans i quins són?	mistralai/Mistral-7B-Instruct-v0.3	Els òssos que formen les òrbites oculars dels humans són el frontal superior, el frontal inferior, el maxilari, el zigomàtic i el palatí. En total, hi ha sis ossos que formen les òrbites oculars.	k75_p0.95_t0.1	217	n	y
77	https://ca.wikipedia.org/wiki/Reial_Madrid_Castella_Club_de_Futbol	CA	Amb quin nom va ser fundat el club de futbol Real Madrid Castella?	meta-llama/Meta-Llama-3-8B-Instruct	El club de futbol Real Madrid Castella va ser fundat amb el nom de Madrid Football Club el 6 de març de 1890.	k75_p0.95_t0.1	429	n	y
