primary_url	fi_url	title	languages	question	alt_question
https://zh.wikipedia.org/wiki/%E5%88%B6%E8%A3%81%E8%80%85_(%E9%9B%BB%E8%A6%96%E5%8A%87)	https://fi.wikipedia.org/wiki/The_Punisher_(televisiosarja)	制裁者 (電視劇)	zh,en,fi,fr,sv	Mistä Tuomari pyrkii puhdistamaan Hell’s Kitchenin sarjassa The Punisher?
https://zh.wikipedia.org/wiki/%E7%B4%85%E7%89%9B%E9%AB%94%E8%82%B2%E5%A0%B4_(%E8%96%A9%E7%88%BE%E6%96%AF%E5%A0%A1)	https://fi.wikipedia.org/wiki/Red_Bull_Arena_(Salzburg)	紅牛體育場 (薩爾斯堡)	zh,en,fi,fr,sv	Mitä nimeä Red Bull Arenasta käytettiin vuoden 2008 EM-kilpailujen aikaan?
https://sv.wikipedia.org/wiki/Captain_Morgan	https://fi.wikipedia.org/wiki/Captain_Morgan	Captain Morgan	sv,en,fr,fi	Mistä vuodesta lähtien Captain Morgania on valmistettu?	Milloin Captain Morgan myytiin Diageolle?
https://fr.wikipedia.org/wiki/%C3%89tude_cas-t%C3%A9moins	https://fi.wikipedia.org/wiki/Tapaus-verrokkitutkimus	Étude cas-témoins	fr,en,fi,sv,zh	Kuinka montaa ryhmää tapaus-verrokkitutkimuksessa tarkastellaan?	
https://fr.wikipedia.org/wiki/Championnats_du_monde_de_biathlon_1991	https://fi.wikipedia.org/wiki/Ampumahiihdon_maailmanmestaruuskilpailut_1991	Championnats du monde de biathlon 1991	fr,en,fi,sv	Kuka voitti vuoden 1991 ampumahiihdon maailmanmestaruuskilpailujen miesten 20 kilometrin kilpailun?
https://sv.wikipedia.org/wiki/Edu_Manga	https://fi.wikipedia.org/wiki/Edu_Manga	Edu Manga	sv,en,fr,fi,zh	Kuka on Edu Manga?	Mitä lajia Edu Manga pelasi?
https://sv.wikipedia.org/wiki/A_Portuguesa	https://fi.wikipedia.org/wiki/A_Portuguesa	A Portuguesa	sv,en,fr,fi,zh	Kuka sävelsi Portugalin kansallislaulun?	Milloin A Portuguesa valittiin Portugalin kansallislauluksi?
https://zh.wikipedia.org/wiki/%E9%A5%B6%E8%88%8C%E8%80%85%E9%92%B1%E6%96%AF	https://fi.wikipedia.org/wiki/Chance_the_Rapper	饶舌者钱斯	zh,en,fi,fr,sv	Mikä on Chance the Rapperin oikea nimi?	Kuka on Chance the Rapperin veli?
https://en.wikipedia.org/wiki/Sustainable_city	https://fi.wikipedia.org/wiki/Kestävä_kaupunki	Sustainable city	en,fr,fi,zh	Mitä tarkoitetaan kestävällä kaupungilla?	Miksi kestävä kaupunkikehitys on kestävän kehityksen kannalta merkittävä osa-alue?
https://zh.wikipedia.org/wiki/%E4%B8%8B%E5%A1%94%E5%90%89%E5%B0%94	https://fi.wikipedia.org/wiki/Nižni_Tagil	下塔吉尔	zh,en,fi,fr,sv	Millä alueella Nižni Tagil sijaitsee?	Mikä on Nižni Tagilin korkeus merenpinnasta?
https://zh.wikipedia.org/wiki/%E5%8A%9B	https://fi.wikipedia.org/wiki/Voima_(fysiikka)	力	zh,en,fi,fr,sv	Kuvaile hyvin lyhyesti vakiovoimaa dynamiikan peruslain mukaan.
https://sv.wikipedia.org/wiki/V%C3%A4rldsm%C3%A4sterskapet_i_ishockey_f%C3%B6r_herrar_1931	https://fi.wikipedia.org/wiki/Jääkiekon_maailmanmestaruuskilpailut_1931	Världsmästerskapet i ishockey för herrar 1931	sv,en,fr,fi	Mikä joukkue edusti Yhdysvaltoja vuoden 1931 jääkiekon maailmanmestaruuskilpailuissa?	Missä vuoden 1931 jääkiekon maailmanmestaruuskilpailut järjestettiin?
https://sv.wikipedia.org/wiki/Toru%C5%84	https://fi.wikipedia.org/wiki/Toruń	Toruń	sv,en,fr,fi,zh	Missä voivodikunnassa Toruń sijaitsee?	Mistä materiaalista suurin osa Toruńin vanhan kaupungin taloista on rakennettu?
https://sv.wikipedia.org/wiki/F%C3%B6rlossning	https://fi.wikipedia.org/wiki/Synnytys	Förlossning	sv,en,fr,fi,zh	Mitä tarkoitetaan raivotarjonnalla?	Millä eri tarjonnoilla sikiö voi syntyä?
https://fr.wikipedia.org/wiki/Jef_Raskin	https://fi.wikipedia.org/wiki/Jef_Raskin	Jef Raskin	fr,en,fi,sv,zh	Missä yliopistossa Jef Raskin opiskeli?	Aloittiko Jef Raskin Macintosh-projektin?
https://zh.wikipedia.org/wiki/2011%E5%B9%B4%E6%AD%90%E6%B4%B2%E8%B6%85%E7%B4%9A%E7%9B%83	https://fi.wikipedia.org/wiki/UEFA_Super_Cup_2011	2011年歐洲超級盃	zh,en,fi,fr	Mikä joukkue voitti vuoden 2011 UEFA Super Cupin?	Mitkä joukkueet kohtasivat vuoden 2011 UEFA Super Cupissa?
https://zh.wikipedia.org/wiki/%E8%8E%AB%E9%87%8C%E8%8C%A8%C2%B7%E7%A6%8F%E5%B0%94%E8%8C%A8	https://fi.wikipedia.org/wiki/Moritz_Volz	莫里茨·福尔茨	zh,en,fi,fr	Mikä on jalkapalloilija Moritz Volzin lempinimi?	
https://en.wikipedia.org/wiki/Antenna_(biology)	https://fi.wikipedia.org/wiki/Tuntosarvi	Antenna (biology)	en,fr,fi,sv,zh	Onko kaikilla niveljalkaisilla tuntosarvet?	Millä niveljalkaisilla ei ole lainkaan tuntosarvia?
https://zh.wikipedia.org/wiki/%E7%99%BD%E7%B2%89%E8%8F%8C%E7%9B%AE	https://fi.wikipedia.org/wiki/Härmäsienet	白粉菌目	zh,en,fi,fr,sv	Mikä on härmäsienten ainoa heimo?	Mihin sienikunnan kaareen härmäsienet kuuluvat?
https://sv.wikipedia.org/wiki/Ludhiana	https://fi.wikipedia.org/wiki/Ludhiana	Ludhiana	sv,en,fr,fi,zh	Mitkä ovat Ludhianan koordinaatit?	
https://sv.wikipedia.org/wiki/Bert_Olmstead	https://fi.wikipedia.org/wiki/Bert_Olmstead	Bert Olmstead	sv,en,fr,fi	Millä lisänimellä Bert Olmsteadia kutsuttiin?	Mitä joukkuetta Bert Olmstead valmensi aktiiviuransa jälkeen?
https://zh.wikipedia.org/wiki/%E8%85%A6%E6%80%A7%E9%BA%BB%E7%97%BA	https://fi.wikipedia.org/wiki/CP-vamma	腦性麻痺	zh,en,fi,fr,sv	Milloin vietetään Maailman CP-päivää?	Mitä eri CP-vammatyyppejä on olemassa?
https://zh.wikipedia.org/wiki/%E9%93%B2%E9%BD%BF%E4%B8%AD%E5%96%99%E9%B2%B8	https://fi.wikipedia.org/wiki/Mesoplodon_traversii	铲齿中喙鲸	zh,en,fi,fr,sv	Mikä on mesoplodon traversiin suomenkielinen nimi?	Mihin heimoon mesoplodon traversii kuuluu? 
https://fr.wikipedia.org/wiki/Khobar	https://fi.wikipedia.org/wiki/Al-Khobar	Khobar	fr,en,fi,sv,zh	Minkä seurauksena Al-Khobar perustettiin?	Mihin valtioon Al-Khobar kytkeytyy sillalla?
https://en.wikipedia.org/wiki/BAFTA_Award_for_Best_Actor_in_a_Supporting_Role	https://fi.wikipedia.org/wiki/Parhaan_miessivuosan_Bafta-palkinto	BAFTA Award for Best Actor in a Supporting Role	en,fr,fi,sv,zh	Milloin jaettiin ensimmäinen parhaan miessivuosan Bafta-palkinto?	
https://fr.wikipedia.org/wiki/Deuxi%C3%A8me_concile_de_Nic%C3%A9e	https://fi.wikipedia.org/wiki/Nikean_toinen_kirkolliskokous	Deuxième concile de Nicée	fr,en,fi,sv,zh	Mistä syystä Nikean toinen kirkolliskokous oli kutsuttu koolle?	Kenen aloitteesta Nikean toinen kirkolliskokous kutsuttiin koolle?
https://en.wikipedia.org/wiki/Mario_Bolatti	https://fi.wikipedia.org/wiki/Mario_Bolatti	Mario Bolatti	en,fr,fi,sv,zh	Missä Mario Bolatti aloitti ammattilaisuransa?	Pelasiko Mario Bolatti koskaan Italian maajoukkueessa?
https://zh.wikipedia.org/wiki/%E5%A5%A7%E5%BA%AB%E6%96%AF%E6%89%98%E9%9B%85%E6%96%AF%E5%B1%B1	https://fi.wikipedia.org/wiki/Aukštojas	奧庫斯托雅斯山	zh,en,fi,fr,sv	Minkä mukaan Aukštojas on nimetty?	Mikä on Liettuan korkein kohta?
https://fr.wikipedia.org/wiki/The_Fens	https://fi.wikipedia.org/wiki/The_Fens	The Fens	fr,en,fi	Kuka hollantilainen insinööri palkattiin kuivattamaan the Fensin suot 1600-luvun puolivälin paikkeilla?	Mitkä joet laskevat the Fensin läpi?
https://en.wikipedia.org/wiki/Kremlin_(fortification)	https://fi.wikipedia.org/wiki/Kreml	Kremlin (fortification)	en,fr,fi,sv,zh	Kuuluuko Pyhän Vasilin kirkko Moskovan kremliin?	Ovatko kremlit aina kaupungissa?
https://zh.wikipedia.org/wiki/%E5%85%B1%E4%BA%AB%E6%BA%90%E4%BB%A3%E7%A0%81	https://fi.wikipedia.org/wiki/Jaettu_lähdekoodi	共享源代码	zh,en,fi,fr,sv	Mihin Microsoftin aloitteeseen termillä jaettu lähdekoodi tyypillisesti viitataan?	
https://zh.wikipedia.org/wiki/%E5%8D%A1%E6%96%AF%E7%9A%AE%E6%96%AF%E5%85%8B	https://fi.wikipedia.org/wiki/Kaspijsk	Kaspijsk	zh,en,fi,fr,sv	Millä nimellä Kaspijsk alkujaan perustettiin?	
https://fr.wikipedia.org/wiki/Diab%C3%A8te_de_type_2	https://fi.wikipedia.org/wiki/Tyypin_2_diabetes	Diabète de type 2	fr,en,fi,sv,zh	Moniko suomalainen potee tyypin 2 diabetesta?	Lyhentääkö diabetes potilaiden keskimääräistä elinikää?
https://zh.wikipedia.org/wiki/%E9%98%BF%E9%81%93%E5%A4%AB%C2%B7%E5%8A%A0%E5%85%B0%E5%BE%B7	https://fi.wikipedia.org/wiki/Adolf_Galland	阿道夫·加兰德	zh,en,fi,fr,sv	Missä tehtävissä Adolf Gallandin kaksi veljeä toimi toisessa maailmansodassa?	Mitä laivuetta Adolf Galland komensi El Ferrolissa vuonna 1937?
https://zh.wikipedia.org/wiki/%E4%BB%A5%E8%89%B2%E5%88%97%E8%88%AA%E7%A9%BA402%E8%99%9F%E7%8F%AD%E6%A9%9F%E7%A9%BA%E9%9B%A3	https://fi.wikipedia.org/wiki/El_Alin_lento_402	以色列航空402號班機空難	zh,en,fi,fr	Miksi El Alin lento 402 ajautui sivuun reitiltään?	
https://fr.wikipedia.org/wiki/Folorunsho_Alakija	https://fi.wikipedia.org/wiki/Folorunsho_Alakija	Folorunsho Alakija	fr,en,fi,sv	Kuka on Folorunsho Alakija?	Kuinka suuri arvioitu omaisuus Folorunsho Alakijalla on?
https://zh.wikipedia.org/wiki/%E8%A7%82%E6%B5%8B%E5%AE%87%E5%AE%99%E5%AD%A6	https://fi.wikipedia.org/wiki/Havaitseva_kosmologia	Havaitseva kosmologia	zh,en,fi,fr	Mihin havaitsevassa kosmologiassa keskitytään?	
https://zh.wikipedia.org/wiki/%E5%BA%93%E5%B0%94%E6%81%B0%E5%B0%94%C2%B7%E7%9B%96%E5%B0%94%E7%9B%96%E4%BC%8A	https://fi.wikipedia.org/wiki/Gergely_Kulcsár	Gergely Kulcsár	zh,en,fi,fr,sv	Missä järjestetyissä EM-kilpailuissa Gergely Kulcsár voitti ensimmäisen arvokisamitalinsa?	
https://fr.wikipedia.org/wiki/Victoire_Tomegah_Dogb%C3%A9	https://fi.wikipedia.org/wiki/Victoire_Tomegah_Dogbé	Victoire Tomegah Dogbé	fr,en,fi,sv	Kuka oli Togon ensimmäinen naispääministeri?	
https://zh.wikipedia.org/wiki/695%E5%B9%B4	https://fi.wikipedia.org/wiki/695	695	zh,en,fi,fr,sv	Minä vuonna syyrialainen kenraali Muhammad bin Qasim syntyi?	
https://fr.wikipedia.org/wiki/Comt%C3%A9_de_Gogebic	https://fi.wikipedia.org/wiki/Gogebicin_piirikunta	Gogebicin piirikunta	fr,en,fi,sv,zh	Missä Yhdysvaltain osavaltiossa Gogebicin piirikunta sijaitsee?	Mikä on Gogebicin piirikunnan suurin kaupunki?
https://zh.wikipedia.org/wiki/%E6%B4%A5%E5%B7%B4%E5%B8%83%E9%9F%A6%E5%8E%86%E5%8F%B2	https://fi.wikipedia.org/wiki/Zimbabwen_historia	Zimbabwen historia	zh,en,fi,fr	Mikä kansa saapui 900-luvun tienoilla Mapungubwen alueelle?	Minkä niminen kansallinen vapautusliike Zimbabwessa toimi 1950-luvulla?
https://en.wikipedia.org/wiki/Aloadae	https://fi.wikipedia.org/wiki/Aloadit	Aloadit	en,fr,fi,zh	Kuka oli kreikkalaisen mytologian mukaan Aloeidien äiti?	Kuka surmasi Aloeidit?
https://fr.wikipedia.org/wiki/Marko_Kiprusoff	https://fi.wikipedia.org/wiki/Marko_Kiprusoff	Marko Kiprusoff	fr,en,fi,sv,zh	Montako maalia Marko Kiprusoff teki NHL-urallaan?
https://zh.wikipedia.org/wiki/%E6%B3%95%E5%9C%8B%E8%88%AA%E7%A9%BA296%E8%99%9F%E7%8F%AD%E6%A9%9F%E7%A9%BA%E9%9B%A3	https://fi.wikipedia.org/wiki/Air_Francen_lento_296	Air Francen lento 296	zh,en,fi,fr	Mistä Air Francen lento 296 tunnetaan?	Mitkä syyt mahdollisesti aiheuttivat Air Francen lennon 296 onnettomuuden?
https://en.wikipedia.org/wiki/BMW_X2	https://fi.wikipedia.org/wiki/BMW_X2	BMW X2	en,fi,sv,zh	Missä BMW X2:n konsepti esiteltiin?	
https://zh.wikipedia.org/wiki/%E5%8F%A4%E5%B7%B4%E5%9C%8B%E5%AE%B6%E7%94%B7%E5%AD%90%E6%8E%92%E7%90%83%E9%9A%8A	https://fi.wikipedia.org/wiki/Kuuban_miesten_lentopallomaajoukkue	Kuuban miesten lentopallomaajoukkue	zh,en,fi,fr,sv	Montako olympiamitalia Kuuban miesten lentopallomaajoukkue on voittanut?	Milloin Kuuban miesten lentopallomaajoukkue voitti lentopallon maailmanliigan?
https://fr.wikipedia.org/wiki/The_Eternal_Idol	https://fi.wikipedia.org/wiki/The_Eternal_Idol	The Eternal Idol	fr,en,fi,sv	Mitä Black Sabbath -yhtyeen The Eternal Idol -albumin kansitaiteessa esiintyville malleille tapahtui?
https://zh.wikipedia.org/wiki/%E5%93%A5%E4%BC%A6%E6%AF%94%E4%BA%9A%E6%80%BB%E7%BB%9F	https://fi.wikipedia.org/wiki/Kolumbian_presidentti	Kolumbian presidentti	zh,en,fi,fr	Kuka oli Kolumbian ensimmäinen presidentti?	Mitkä ehdot Kolumbian presidentin tulee täyttää?
https://zh.wikipedia.org/wiki/%E8%A5%BF%E9%9B%85%E5%85%B8%E4%B8%93%E5%8C%BA	https://fi.wikipedia.org/wiki/Länsi-Ateena	Länsi-Ateena	zh,en,fi,fr	Mikä on Länsi-Ateenan hallinnollinen keskus?	Minkä suunnitelman myötä Länsi-Ateenan alueyksikkö perustettiin?
https://zh.wikipedia.org/wiki/%E5%87%B1%E6%92%92%E9%A6%96%E9%A0%98	https://fi.wikipedia.org/wiki/Kaiser_Chiefs	Kaiser Chiefs	zh,en,fi,fr,sv	Onko Kaiser Chiefsin musiikkia käytetty videopeleissä?	
https://sv.wikipedia.org/wiki/19521_Chaos	https://fi.wikipedia.org/wiki/19521_Chaos	19521 Chaos	sv,en,fr,fi,zh	Millä tunnuksella 19521 Chaos tunnettiin ennen nimeämistään?
https://zh.wikipedia.org/wiki/%E7%9B%8E%E6%A0%BC%E9%AD%AF%E6%84%9B%E7%88%BE%E8%98%AD%E4%BA%BA	https://fi.wikipedia.org/wiki/Angloirlantilaiset	Angloirlantilaiset	zh,en,fi,fr,sv	Minkä sosiopoliittisen ja taloudellisen ylivallan edustajien jälkeläisiä angloirlantilaiset olivat?
https://fr.wikipedia.org/wiki/Domantas_Sabonis	https://fi.wikipedia.org/wiki/Domantas_Sabonis	Domantas Sabonis	fr,en,fi,sv,zh	Mitä seuraa Domantas Sabonis edustaa?	Mitä pelipaikkaa Domantas Sabonis pelaa?
https://zh.wikipedia.org/wiki/%E9%98%BF%E5%B0%94%E5%BC%97%E9%9B%B7%E5%BE%B7%C2%B7%E6%99%AE%E8%8E%B1	https://fi.wikipedia.org/wiki/Alfred_Plé	Alfred Plé	zh,en,fi,fr	Missä lajissa Alfred Plé edusti Ranskaa vuoden 1920 kesäolympialaisissa?	Kuka on Alfred Plé?
https://sv.wikipedia.org/wiki/Det_Norske_Baptistsamfunn	https://fi.wikipedia.org/wiki/Norjan_baptistiliitto	Norjan baptistiliitto	sv,en,fr,fi	Montako seurakuntaa Norjan baptistiliittoon kuului vuonna 2016?	Kuuluuko Norjan baptistiliitto Baptistien maailmanliittoon?
https://fr.wikipedia.org/wiki/Bataille_de_Long_Island	https://fi.wikipedia.org/wiki/Long_Islandin_taistelu	Long Islandin taistelu	fr,en,fi,sv,zh	Mikä oli Long Islandin taistelun lopputulos?	Missä sodassa Long Islandin taistelu käytiin?
https://en.wikipedia.org/wiki/Bruce_Sterling	https://fi.wikipedia.org/wiki/Bruce_Sterling	Bruce Sterling	en,fr,fi,sv,zh	Millä salanimellä Bruce Sterling toimitti Cheap Truth -nimistä science fiction -uutiskirjettä?	Minkä tieteiskirjallisuuden alalajin perustajana Bruce Sterling tunnetaan?
https://zh.wikipedia.org/wiki/%E8%B4%A1%E7%BA%B3%E5%B0%94%C2%B7%E9%98%BF%E6%96%AF%E6%99%AE%E9%9A%86%E5%BE%B7	https://fi.wikipedia.org/wiki/Gunnar_Asplund	Gunnar Asplund	zh,en,fi,fr,sv	Mitkä ovat Gunnar Asplundin tunnetuimmat työt?	Mihin Gunnar Asplund on haudattu?
https://zh.wikipedia.org/wiki/%E5%89%8D485%E5%B9%B4	https://fi.wikipedia.org/wiki/485_eaa.	485 eaa.	zh,en,fi,fr,sv	Kuka Persian kuningas kuoli vuonna 485 eaa.?
https://zh.wikipedia.org/wiki/%E5%AE%89%E5%90%89%E6%96%AF%E7%89%B9%E9%87%8C%E5%B2%9B	https://fi.wikipedia.org/wiki/Agk%C3%ADstri	Agkístri	zh,en,fi,fr,sv	Mihin saariryhmään Agkístri kuuluu?	Mikä on Agkístrin korkein kohta?
https://fr.wikipedia.org/wiki/Johnny_Cash	https://fi.wikipedia.org/wiki/Johnny_Cash	Johnny Cash	fr,en,fi,sv,zh	Missä puolustushaarassa Johnny Cash palveli Korean sodan sytyttyä?	
https://en.wikipedia.org/wiki/Beauvechain	https://fi.wikipedia.org/wiki/Beauvechain	Beauvechain	en,fr,fi,sv,zh	Missä provinssissa Beauvechain sijaitsee?	
https://fr.wikipedia.org/wiki/Noonie_Bao	https://fi.wikipedia.org/wiki/Noonie_Bao	Noonie Bao	fr,en,fi,sv	Millä nimellä Jonnali Mikaela Parmenius paremmin tunnetaan?	
https://zh.wikipedia.org/wiki/%E8%89%B3%E7%BB%87%E9%9B%80%E5%B1%9E	https://fi.wikipedia.org/wiki/Saarikutojat	艳织雀属	zh,en,fi,fr,sv	Mitä saarikutojat ovat?
https://fr.wikipedia.org/wiki/14_octobre	https://fi.wikipedia.org/wiki/14._lokakuuta	14. lokakuuta	fr,en,fi,sv,zh	Mikä lisämerkintä saattoi esiintyä vanhoissa almanakoissa päivän 14. lokakuuta kohdalla?	
https://fr.wikipedia.org/wiki/Peter_Iwers	https://fi.wikipedia.org/wiki/Peter_Iwers	Peter Iwers	fr,en,fi,sv	Ketkä Peter Iwers on maininnut musiikillisiksi vaikutteikseen?
https://zh.wikipedia.org/wiki/%E5%88%B6%E5%8B%95%E6%B6%B2	https://fi.wikipedia.org/wiki/Jarruneste	Jarruneste	zh,en,fi,fr,sv	Mikä on DOT 5.1 -jarrunesteen kuiva-kiehumispiste?	
https://fr.wikipedia.org/wiki/Catherine_McCormack	https://fi.wikipedia.org/wiki/Catherine_McCormack	Catherine McCormack	fr,en,fi,sv,zh	Missä Catherine McCormack kuoli?	
https://sv.wikipedia.org/wiki/R%C3%B6strubbningar	https://fi.wikipedia.org/wiki/Äänihäiriö	Äänihäiriö	sv,en,fr,fi,zh	Mihin luokkiin äänihäiriöt voidaan luokitella?
https://zh.wikipedia.org/wiki/%E7%A6%8F%E9%97%A8%E7%89%B9%E6%8B%89%E5%B2%9B	https://fi.wikipedia.org/wiki/Formentera	福门特拉岛	zh,en,fi,fr,sv	Mistä Formentera tunnetaan?	Mihin maakuntaan Formentera kuuluu?
https://fr.wikipedia.org/wiki/Ligne_8_du_m%C3%A9tro_de_Paris	https://fi.wikipedia.org/wiki/Linja_8_(Pariisin_metro)	Ligne 8 du métro de Paris	fr,en,fi,sv,zh	Milloin Pariisin metron linja 8 avattiin?	
https://fr.wikipedia.org/wiki/Abrus	https://fi.wikipedia.org/wiki/Korupavut	Korupavut	fr,en,fi,sv,zh	Montako lajia korupapuihin sisältyy?	Missä korupapuja esiintyy alkuperäisenä lajina?
https://sv.wikipedia.org/wiki/Fomitiporia	https://fi.wikipedia.org/wiki/Tammenkäävät	Tammenkäävät	sv,en,fi,zh	Mikä on tammenkääpä?
https://fr.wikipedia.org/wiki/Oxford_University_Association_Football_Club	https://fi.wikipedia.org/wiki/Oxford_University_AFC	Oxford University AFC	fr,en,fi,sv	Minkä joukkueen Oxford University AFC voitti vuoden 1874 FA Cupin finaalissa?	Mitkä joukkueet muodostivat 1950-luvulla suositun Pegasus AFC:n?
https://zh.wikipedia.org/wiki/%E9%85%92%E7%94%B0%E5%B8%82	https://fi.wikipedia.org/wiki/Sakata	酒田市	zh,en,fi,fr,sv	Minkä rautatieyhtiön Uetsu-päälinja palvelee Sakataa?
https://fr.wikipedia.org/wiki/Health_(groupe)	https://fi.wikipedia.org/wiki/Health	Health	fr,en,fi,sv	Ketkä muodostavat yhtyeen Health?	Minä vuonna yhtye Health on perustettu?
https://en.wikipedia.org/wiki/HSC_Cs%C3%ADkszereda	https://fi.wikipedia.org/wiki/HSC_Cs%C3%ADkszereda	HSC Csíkszereda	en,fr,fi,sv	Missä lajissa HSC Csíkszereda kilpailee? 	Missä sarjassa HSC Csíkszereda kilpailee?
https://sv.wikipedia.org/wiki/Lil_Dagover	https://fi.wikipedia.org/wiki/Lil_Dagover	Lil Dagover	sv,en,fr,fi	Onko Lil Dagover julkaissut yhtään albumia?	Kuka on Lil Dagover?
https://fr.wikipedia.org/wiki/Cap-Vert_aux_Jeux_olympiques	https://fi.wikipedia.org/wiki/Kap_Verde_olympialaisissa	Kap Verde olympialaisissa	fr,en,fi,sv,zh	Missä järjestettiin ensimmäiset olympialaiset, joihin Kap Verde osallistui?	Kuka on ollut nuorin Kap Verdeä olympialaisissa edustanut urheilija?
https://zh.wikipedia.org/wiki/%E9%A9%AC%E9%B2%81%E7%93%A6%E5%8B%92%E5%A5%B6%E9%85%AA	https://fi.wikipedia.org/wiki/Maroilles	Maroilles	zh,en,fi,fr	Mistä Maroilles valmistetaan?	Mitä makuvivahteita Maroillesista voidaan löytää?
